speech_id,file,year,sentence,negative,neutral,positive,compound score
3,1953-09-21_3,1953,"You will also recall the revolting story of a farmer who was convicted for tying a labourer by his feet from a tree and had him flogged to death, pouring boiling water into his mouth whenever he cried for water.",0.326,0.674,0.0,-0.9382
3,1953-09-21_3,1953,"Speaking on the Labour Bill, the Minister of Labour, Ben Schoeman, openly stated that the aim of this wicked measure is to bleed African trade unions to death.",0.233,0.767,0.0,-0.836
3,1953-09-21_3,1953,"At a time when every genuine Congressite should fight unreservedly for the recognition of African trade unions and the realisation of the principle that everyone has the right to form and to join trade unions for the protection of his interests, we declare our firm belief in the principles enunciated in the Universal Declaration of Human Rights that everyone has the right to education; that education shall be directed to the full development of human personality and to the strengthening of respect for human rights and fundamental freedoms.",0.027,0.822,0.151,0.8779
3,1953-09-21_3,1953,"It shall promote understanding, tolerance and friendship among the nations, racial or religious groups and shall further the activities of the United Nations for the maintenance of peace.",0.0,0.622,0.378,0.9186
3,1953-09-21_3,1953,I have not the slightest doubt that when that day comes truth and justice will prevail.,0.0,0.504,0.496,0.8693
3,1953-09-21_3,1953,But gone forever are the days when harsh and wicked laws provided the oppressors with years of peace and quiet.,0.375,0.482,0.143,-0.8271
3,1953-09-21_3,1953,The grave plight of the people compels them to resist to the death the stinking policies of the gangsters that rule our country.,0.331,0.669,0.0,-0.872
3,1953-09-21_3,1953,"Though certain individuals raised the question of a united front of all the oppressed groups, the various non European organisations stood miles apart from one another and the efforts of those for co ordination and unity were like a voice crying in the wilderness and it seemed that the day would never dawn when the oppressed people would stand and fight together shoulder to shoulder against a common enemy.",0.191,0.718,0.092,-0.8402
3,1953-09-21_3,1953,"The aim is:    to consolidate the Congress machinery;    to enable the transmission of important decisions taken on a national level to every member of the organisation without calling public meetings, issuing press statements and printing circulars;    to build up in the local branches themselves local Congresses which will effectively represent the strength and will of the people;    to extend and strengthen the ties between Congress and the people and to consolidate Congress leadership.",0.0,0.849,0.151,0.872
3,1953-09-21_3,1953,"In Congress there are still many shady characters, political clowns, place seekers, saboteurs, provocateurs, informers and policemen who masquerade as progressives but who are in fact the bitterest enemies of our organisation.",0.226,0.774,0.0,-0.8674
3,1953-09-21_3,1953,"Similarly, enemies and shady characters are detected by the extent to which they consistently attempt to wreck the organisation by creating fratricidal strife, disseminating confusion and undermining and even opposing important plans of action to vitalise the organisation.",0.269,0.607,0.123,-0.802
3,1953-09-21_3,1953,"In this respect it is interesting to note that almost all the people who oppose the ''M"" Plan are people who have consistently refused to respond when sacrifices were called for, and whose political background leaves much to be desired.",0.046,0.735,0.218,0.802
3,1953-09-21_3,1953,"The presence of such elements in Congress constitutes a serious threat to the struggle, for the capacity for political action of an organisation which is ravaged by such disruptive and splitting elements is considerably undermined.",0.294,0.706,0.0,-0.8777
3,1953-09-21_3,1953,"Here in South Africa, as in many parts of the world, a revolution is maturing: it is the profound desire, the determination and the urge of the overwhelming majority of the country to destroy for ever the shackles of oppression that condemn them to servitude and slavery.",0.234,0.675,0.091,-0.8591
3,1953-09-21_3,1953,"We are exiled from our own people for we have uncompromisingly resisted the efforts of imperialist America and her satellites to drag the world into the rule of violence and brutal force, into the rule of the napalm, hydrogen and the cobalt bombs where millions of people will be wiped out to satisfy the criminal and greedy appetites of the imperial powers.",0.211,0.749,0.04,-0.9153
3,1953-09-21_3,1953,"We have been gagged because we have emphatically and openly condemned the criminal attacks by the imperialists against the people of Malaya, Vietnam, Indonesia, Tunisia and Tanganyika and called upon our people to identify themselves unreservedly with the cause of world peace and to fight against the war policies of America and her satellites.",0.263,0.686,0.051,-0.926
3,1953-09-21_3,1953,"We are being shadowed, hounded and trailed because we fearlessly voiced our horror and indignation at the slaughter of the people of Korea and Kenya.",0.334,0.605,0.061,-0.8885
3,1953-09-21_3,1953,The massacre of the Kenya people by Britain has aroused world wide indignation and protest.,0.452,0.548,0.0,-0.872
3,1953-09-21_3,1953,We are prisoners in our own country because we dared to raise our voices against these horrible atrocities and because we expressed our solidarity with the cause of the Kenya people.,0.279,0.667,0.054,-0.8779
3,1953-09-21_3,1953,"You can see that ""there is no easy walk to freedom anywhere, and many of us will have to pass through the valley of the shadow  again and again before we reach the mountain tops of our desires"".",0.047,0.707,0.246,0.8519
3,1953-09-21_3,1953,"This is Nehru's actual writing:   ""There is no easy walk over to freedom anywhere, and many of us will have to pass through the valley of the shadow again and again before we reach the mountain tops of our desire.",0.044,0.675,0.282,0.9001
6,1960-01-01_6,1960,"In my view, that would be a victory, my lords; we would have taken a significant step towards the attainment of universal adult suffrage for Africans, and we would then for the five years say, we will suspend civil disobedience; we won't have any stay at homes, and we will then devote the intervening period for the purpose of educating the country, the Europeans, to see that these changes can be brought about and that it would bring about better racial understanding, better racial harmony in the country.",0.023,0.796,0.181,0.9246
6,1960-01-01_6,1960,PROSECUTION: And in your opinion is the possibility of this violence to which you refer therefore heightened  increased?,0.34,0.579,0.081,-0.8275
6,1960-01-01_6,1960,"Now, it is true that these parties, both the Liberal Party as well as the Progressive Party are thinking in terms of some qualified franchise.",0.0,0.5,0.5,0.9432
6,1960-01-01_6,1960,"We had in mind that in the foreseeable future it will be possible for us to achieve these demands, and we worked on the basis that Europeans themselves in spite of the wall of prejudice and hostility which we encountered, that they can never remain indifferent indefinitely to our demands, because we are hitting them in the stomach with our policy of economic pressure.",0.17,0.808,0.022,-0.8958
6,1960-01-01_6,1960,DEFENCE : What was the aim of the ANC with regard to Nationalism on the one hand and tribes on the other hand?,0.0,0.69,0.31,0.8192
6,1960-01-01_6,1960,"DEFENCE :   MANDELA: Well, in regard to the Act, the ANC took the view that the Act was an invasion of the rights of our political organisations, that it was not only aimed against the Communist Party of South Africa, but was designed to attack and destroy all the political organisations that condemned the racialist policies of the South African Government.",0.178,0.753,0.069,-0.8953
6,1960-01-01_6,1960,It also led to discussions on the policies of apartheid at the United Nations and I think to that extent it was an outstanding success.,0.0,0.667,0.333,0.8885
6,1960-01-01_6,1960,If democracy would be best expressed by a one party system then I would examine the proposition very carefully.,0.0,0.617,0.383,0.8268
6,1960-01-01_6,1960,But if democracy could best be expressed by a multi party system then I would examine that carefully.,0.0,0.539,0.461,0.9022
6,1960-01-01_6,1960,"MANDELA: I still do, except that the Liberal party has now shifted a great deal from its original position.",0.0,0.606,0.394,0.8442
6,1960-01-01_6,1960,"DEFENCE :   MANDELA: In our experience the most important thing about imperialism today is that it has gone all over the world subjugating people and exploiting them, bringing death and destruction to millions of people.",0.24,0.663,0.097,-0.806
8,1961-05-01_8,1961,More than ten thousand innocent Africans were arrested and jailed under the pass laws and terror and intimidation became widespread.,0.418,0.502,0.08,-0.8779
8,1961-05-01_8,1961,"We felt, however, that appeals for non violence should be addressed to the government who were spoiling for a showdown and massacre and not to the African people who had repeatedly protested the peaceful and non violent character of their campaign.",0.268,0.67,0.061,-0.8957
8,1961-05-01_8,1961,"We also felt it to be our duty to place on record that, if people in history had listened to appeals to drop political campaigns launched to back up the demands of an oppressed people simply because violence might occur in the course of such a campaign, the world today would still be languishing under the despotic rule of the Middle Ages.",0.137,0.841,0.022,-0.8316
8,1961-05-01_8,1961,"This statement was distorted to give the impression that we had conceded defeat and, in this distorted form, it was distributed by the Rand Daily Mail to other morning newspapers throughout the country   a deliberate act of sabotage.",0.258,0.7,0.042,-0.872
8,1961-05-01_8,1961,We placed on record that we were deeply incensed by this provocative action and demanded the immediate stopping of the arrests and the unconditional release of all those detained.,0.341,0.659,0.0,-0.8858
8,1961-05-01_8,1961,The barbarous and cruel policies of the Nationalist Government find expression in extremely savage attacks on the innocent and unarmed people of these areas.,0.314,0.612,0.073,-0.8347
8,1961-05-01_8,1961,"Many have been murdered by the government and their stooges, thousands have been beaten up and injured, uprooted and driven away from their lands and homes.",0.297,0.703,0.0,-0.8658
8,1961-05-01_8,1961,Hundreds of freedom fighters are languishing in jails for demanding freedom and justice for the people of the Transkei.,0.107,0.484,0.408,0.8934
8,1961-05-01_8,1961,He is compelled to oppose all political organisations which fight for the defeat of the Verwoerd fascist republic.,0.377,0.574,0.049,-0.8402
8,1961-05-01_8,1961,"The Society of Young Africa , like its parent body the Unity Movement from which it broke away a few years ago, is an insignificant sect of bitter and frustrated intellectuals who have completely lost confidence in themselves, who have no political ambitions whatsoever and who abhor serious political struggle.",0.33,0.507,0.162,-0.863
8,1961-05-01_8,1961,Nothing has been more disastrous to themselves than their pathetic attempts to sabotage the demonstrations.,0.485,0.515,0.0,-0.9061
8,1961-05-01_8,1961,Their failure to raise the matter in the committee before they withdrew betrays the underhand and traitorous nature of this manoeuvre and indicates that they well knew that they could find no political justification whatsoever for their action.,0.254,0.678,0.068,-0.8689
8,1961-05-01_8,1961,But there was something even more disastrous and tragic than their mean and cowardly behaviour in stabbing their kith and kin at a time when maximum unity had become a matter of life and death to Africans.,0.378,0.599,0.023,-0.9674
8,1961-05-01_8,1961,A political organisation that is forced by opportunism and petty political rivalries into allying itself with the enemies of an oppressed community is doomed.,0.454,0.504,0.042,-0.9313
8,1961-05-01_8,1961,But all this discussion has now become academic because for all practical purposes the PAC has lost considerable support even in areas where only last year it achieved spectacular success.,0.073,0.642,0.285,0.8625
8,1961-05-01_8,1961,"In the meantime, the PAC has been shocked and stunned by this rebuff and they sit licking their wounds, unable to look people in the face and haunted by the enormity of their outrageous crime.",0.307,0.693,0.0,-0.9062
8,1961-05-01_8,1961,"We congratulated the students for their public spirited action in which, as befits the intellectual youth, they gave a courageous lead to the nation at a time when courage and leadership were qualities we needed most.",0.0,0.656,0.344,0.9349
8,1961-05-01_8,1961,His courage and devotion to the cause of freedom is known in every household in this country.,0.0,0.574,0.426,0.886
8,1961-05-01_8,1961,Inside and outside committees he remains the undisputed and most respected leader of the African people and a source of tremendous inspiration to all South African freedom fighters.,0.032,0.592,0.376,0.9299
8,1961-05-01_8,1961,"Of all the observations made on the strike, none has brought forth so much heat and emotion as the stress and emphasis we put on non violence.",0.259,0.741,0.0,-0.8126
8,1961-05-01_8,1961,"Our most loyal supporters, whose courage and devotion has never been doubted, unanimously and strenuously disagreed with this approach and with the assurances we gave that we would not use any form of intimidation whatsoever to induce people to stay away from work.",0.089,0.613,0.298,0.8976
8,1961-05-01_8,1961,"It was the government that should have been told to refrain from its inhuman policy of violence and massacre, not the African people.",0.291,0.709,0.0,-0.8625
8,1961-05-01_8,1961,Even up to the present day the question that is being asked with monotonous regularity up and down the country is this: is it politically correct to continue preaching peace and non violence when dealing with a government whose barbaric practices have brought so much suffering and misery to Africans?,0.187,0.754,0.059,-0.8261
8,1961-05-01_8,1961,"Numerous other observations were made by members of the public, by organisations and individuals, by sympathetic journals who have given us support and encouragement and by our own followers.",0.0,0.747,0.253,0.8316
9,1961-06-26_9,1961,The magnificent response to the call of the National Action Council for a three day strike and the wonderful work done by our organisers and field workers throughout the country proves once again that no power on earth can stop an oppressed people determined to win their freedom.,0.138,0.585,0.277,0.9001
9,1961-06-26_9,1961,"In the face of unprecedented intimidation by the government and employers and of blatant falsehoods and distortions by the press, immediately before and during the strike, the freedom loving people of South Africa gave massive and solid support to the historic and challenging resolutions of the Pietermaritzburg Conference.",0.073,0.691,0.236,0.8658
9,1961-06-26_9,1961,Their matchless courage won them the praise and affection of millions of people here and abroad.,0.0,0.463,0.537,0.9313
9,1961-06-26_9,1961,People who live in poverty and starvation cannot be expected to pay exorbitant house rents to the government and local authorities.,0.386,0.614,0.0,-0.8658
9,1961-06-26_9,1961,"I have had to close my business, to abandon my profession, and live in poverty and misery, as many of my people are doing.",0.331,0.669,0.0,-0.872
9,1961-06-26_9,1961,"Only through hardship, sacrifice and militant action can freedom be won.",0.117,0.355,0.528,0.8442
4,1962-02-03_4,1962,"It was not without reason, we believe, that the Secretariat of PAFMECA chose as the seat of this conference the great country of Ethiopia, which, with hundreds of years of colourful history behind it, can rightly claim to have paid the full price of freedom and independence.",0.0,0.81,0.19,0.8834
4,1962-02-03_4,1962,"His Imperial Majesty, himself a rich and unfailing fountain of wisdom, has been foremost in promoting the cause of unity, independence, and progress in Africa, as was so amply demonstrated in the address he graciously delivered in opening this assembly.",0.0,0.685,0.315,0.9393
4,1962-02-03_4,1962,"At the outset, our delegation wishes to place on record our sincere appreciation of the relentless efforts made by the independent African states and national movements in Africa and other parts of the world, to help the African people in South Africa in their just struggle for freedom and independence.",0.038,0.705,0.257,0.9081
4,1962-02-03_4,1962,"The movement for the boycott of South African goods and for the imposition of economic and diplomatic sanctions against South Africa has served to highlight most effectively the despotic structure of the power that rules South Africa, and has given tremendous inspiration to the liberation movement in our country.",0.08,0.719,0.201,0.8016
4,1962-02-03_4,1962,"The warm affection with which South African freedom fighters are received by democratic countries all over the world, and the hospitality so frequently showered upon us by governments and political organisations, has made it possible for some of our people to escape persecution by the South African government, to travel freely from country to country and from continent to continent, to canvass our point of view and to rally support for our cause.",0.014,0.76,0.226,0.9524
4,1962-02-03_4,1962,"We are indeed extremely grateful for this spontaneous demonstration of solidarity and support, and sincerely hope that each and every one of us will prove worthy of the trust and confidence the world has in us.",0.0,0.518,0.482,0.9722
4,1962-02-03_4,1962,In most of these territories the imperialist forces have been considerably weakened and are unable to resist the demand for freedom and independence   thanks to the powerful blows delivered by the freedom movements.,0.091,0.597,0.312,0.9002
4,1962-02-03_4,1962,"Almost every African household in South Africa knows about the massacre of our people at Bulhoek, in the Queenstown district, where detachments of the army and police, armed with artillery, machine guns, and rifles, opened fire on unarmed Africans, killing 163 persons, wounding 129, and during which 95 people were arrested simply because they refused to move from a piece of land on which they lived.",0.217,0.783,0.0,-0.9485
4,1962-02-03_4,1962,"Almost every African family remembers a similar massacre of our African brothers in South West Africa when the South African government assembled aeroplanes, heavy machine guns, artillery, and rifles, killing a hundred people and mutilating scores of others, merely because the Bondelswart people refused to pay dog tax.",0.293,0.707,0.0,-0.9517
4,1962-02-03_4,1962,Naked force and violence is the weapon openly used by the South African government to beat down the struggles of the African people and to suppress their aspirations.,0.32,0.68,0.0,-0.8834
4,1962-02-03_4,1962,"In March 1960, after the murderous killing of about seventy Africans in Sharpeville, a state of emergency was declared and close on twenty thousand people were detained without trial.",0.367,0.633,0.0,-0.9313
4,1962-02-03_4,1962,"In this same area and during the last six months, more than thirty Africans have been sentenced to death by white judicial officers, hostile to our aspirations, for offences arising out of political demonstrations.",0.25,0.75,0.0,-0.8402
4,1962-02-03_4,1962,"This is but a brief and sketchy outline of the momentous struggle of the freedom fighters in our country, of the sacrifice they have made and of the price that is being paid at the present moment by those who keep the freedom flag flying.",0.07,0.63,0.3,0.9505
4,1962-02-03_4,1962,"It had hoped for days of perfect peace and comfort for White South Africa, free from revolt and revolution.",0.08,0.418,0.502,0.9201
4,1962-02-03_4,1962,"It believe that through its strong arm measures it could achieve what White South Africa has failed to accomplish during the last fifty years, namely, to compel Africans to accept the position that in our country freedom and happiness are the preserve of the White man.",0.055,0.669,0.276,0.9217
4,1962-02-03_4,1962,"This was the picture in South Africa on the eve of the general strike, but our people stood up to the test most magnificently.",0.042,0.739,0.22,0.8068
4,1962-02-03_4,1962,This panic stricken show of force was a measure of the power of the liberation movement and yet it failed to stem the rising tide of popular discontent.,0.333,0.591,0.075,-0.8625
4,1962-02-03_4,1962,"At the sixteenth session of the United Nations last year, the African states played a marvellous role in successfully carrying through the General Assembly a resolution against the address delivered by the South African Minister of Foreign Affairs, Mr. Eric Louw, and subsequently in the moves calling for the expulsion of South Africa from the United Nations and for sanctions against her.",0.035,0.754,0.211,0.9118
4,1962-02-03_4,1962,"No less a danger to White minority rule and a guarantee of ultimate victory for us is the freedom struggle that is raging furiously beyond the borders of the South African territory; the rapid progress of Kenya, Uganda, and Zanzibar towards independence; the victories gained by the Nyasaland Malawi Congress; the unabated determination of Kenneth Kaunda's United National Independence Party ; the courage displayed by the freedom fighters of the Zimbabwe African People's Union , successor to the now banned National Democratic Party ; the gallantry of the African crusaders in the Angolan war of liberation and the storm clouds forming around the excesses of Portuguese repression in Mozambique; the growing power of the independence movements in South West Africa and the emergence of powerful political organisations in the High Commission territories   all these are forces which cannot compromise with White domination anywhere.",0.142,0.622,0.236,0.9524
4,1962-02-03_4,1962,But we believe it would be fatal to create the illusion that external pressures render it unnecessary for us to tackle the enemy from within.,0.398,0.532,0.07,-0.9231
4,1962-02-03_4,1962,"Apart from those required for essential work outside the country, freedom fighters are in great demand for work inside the country.",0.096,0.607,0.296,0.8225
4,1962-02-03_4,1962,"We owe it as a duty to ourselves and to the freedom loving peoples of the world to build and maintain in South Africa itself a powerful, solid movement, capable of surviving any attack by the government and sufficiently militant to fight back with a determination that comes from the knowledge and conviction that it is first and foremost by our own struggle and sacrifice inside South Africa itself that victory over White domination and apartheid can be won.",0.092,0.618,0.291,0.9638
4,1962-02-03_4,1962,"As we have stated earlier, the freedom movement in South Africa believes that hard and swift blows should be delivered with the full weight of the masses of the people, who alone furnish us with one absolute guarantee that the freedom flames now burning in the country shall never be extinguished.",0.056,0.743,0.201,0.8689
4,1962-02-03_4,1962,"We did so, firstly because we felt that there were still opportunities for peaceful struggle and we sincerely worked for peaceful changes.",0.073,0.541,0.385,0.8689
4,1962-02-03_4,1962,But a leadership commits a crime against its own people if it hesitates to sharpen its political weapons which have become less effective.,0.359,0.491,0.149,-0.8334
4,1962-02-03_4,1962,"But in a country where freedom fighters frequently pay with their very lives and at a time when the most elaborate military preparations are being made to crush the people's struggles, planned acts of sabotage against government installations introduce a new phase in the political situation and are a demonstration of the people's unshakeable determination to win freedom whatever the cost may be.",0.151,0.586,0.263,0.9231
4,1962-02-03_4,1962,"Finally, dear friends, I should assure you that the African people of South Africa, notwithstanding fierce persecution and untold suffering, in their ever increasing courage will not for one single moment be diverted from the historic mission of liberating their country and winning freedom, lasting peace, and happiness.",0.046,0.566,0.387,0.9716
4,1962-02-03_4,1962,"We are confident that in the decisive struggles ahead, our liberation movement will receive the fullest support of PAFMECA and of all freedom loving people throughout the world.",0.062,0.545,0.394,0.9246
11,1962-10-22_11,1962,"Now at the outset, I want to make it perfectly clear that the remarks I am going to make are not addressed to Your Worship in his personal capacity, nor are they intended to reflect upon the integrity of the court.",0.0,0.725,0.275,0.8979
11,1962-10-22_11,1962,"To have a white judicial officer presiding, however high his esteem, and however strong his sense of fairness and justice, is to make whites judges in their own case.",0.0,0.731,0.269,0.8481
11,1962-10-22_11,1962,"MANDELA: Well, Your Worship, firstly I would like Your Worship to bear in mind that in a series of cases our courts have laid it down that the right of a litigant to ask for a recusal of a judicial officer is an extremely important right, which must be given full protection by the court, as long as that right is exercised honestly.",0.0,0.76,0.24,0.92
11,1962-10-22_11,1962,"Now I honestly have apprehensions, as I am going to demonstrate just now, that this unfair discrimination throughout my life has been responsible for very grave injustices, and I am going to contend that that race discrimination which outside this court has been responsible for all my troubles, I fear in this court is going to do me the same injustice.",0.247,0.634,0.119,-0.889
11,1962-10-22_11,1962,"Now Your Worship may disagree with that, but Your Worship is perfectly entitled, in fact, obliged to listen to me and because of that I feel that Your Worship   MAGISTRATE: I would like to listen, but I would like you to give me the grounds for your application for me to recuse myself.",0.027,0.637,0.336,0.9655
11,1962-10-22_11,1962,"I will tell Your Worship why: the real purpose of this rigid colour bar is to ensure that the justice dispensed by the courts should conform to the policy of the country, however much that policy might be in conflict with the norms of justice accepted in judiciaries throughout the civilised world.",0.064,0.714,0.222,0.8682
11,1962-10-22_11,1962,"I am without land because the white minority has taken a lion's share of my country and forced me to occupy poverty stricken Reserves, over populated and over stocked.",0.276,0.661,0.063,-0.8126
11,1962-10-22_11,1962,"Is there no danger that an African accused may regard the courts not as impartial tribunals, dispensing justice without fear or favour, but as instruments used by the white man to punish those amongst us who clamour for deliverance from the fiery furnace of white rule.",0.261,0.669,0.071,-0.8686
11,1962-10-22_11,1962,It enables the unjust to prosecute and demand vengeance against the just.,0.568,0.432,0.0,-0.8591
11,1962-10-22_11,1962,"That the will of the people is the basis of the authority of government is a principle universally acknowledged as sacred throughout the civilised world, and constitutes the basic foundations of freedom and justice.",0.0,0.7,0.3,0.9081
11,1962-10-22_11,1962,A competent general pins his faith on the superior striking power he commands and on the justness of his cause which he must pursue uncompromisingly to the bitter end.,0.076,0.623,0.301,0.8074
11,1962-10-22_11,1962,"I should feel perfectly at ease and at home with the assurance that I am being tried by a fellow South African who does not regard me as an inferior, entitled to a special type of justice.",0.059,0.565,0.376,0.9274
11,1962-10-22_11,1962,"Broadly speaking, Africans and whites in this country have no common standard of fairness, morality, and ethics, and it would be very difficult to determine on my part what standard of fairness and justice Your Worship has in mind.",0.099,0.632,0.269,0.8228
11,1962-10-22_11,1962,"They suppress our aspirations, bar our way to freedom, and deny us opportunities to promote our moral and material progress, to secure ourselves from fear and want.",0.184,0.386,0.43,0.8689
11,1962-10-22_11,1962,"We, on the other hand, regard the struggle against colour discrimination and for the pursuit of freedom and happiness as the highest aspiration of all men.",0.065,0.623,0.312,0.8658
11,1962-10-22_11,1962,"Through bitter experience, we have learnt to regard the white man as a harsh and merciless type of human being whose contempt for our rights, and whose utter indifference to the promotion of our welfare, makes his assurances to us absolutely meaningless and hypocritical.",0.319,0.639,0.043,-0.9388
1421,1962-10-22_1421,1962,"Conference feared that under this proposed republic your government, which is already notorious the world over for its obnoxious policies, would continue to make even more savage attacks on the rights and living conditions of the African people.",0.329,0.671,0.0,-0.9448
1421,1962-10-22_1421,1962,"Scores have been banished to remote parts of the country, and many arrested and jailed for a multitude of offences.",0.352,0.648,0.0,-0.8271
1421,1962-10-22_1421,1962,"During the last twelve months we have gone through a period of grim dictatorship, during which seventy five people were killed and hundreds injured while peacefully demonstrating against passes.",0.342,0.574,0.085,-0.8834
1421,1962-10-22_1421,1962,"You have already agreed that this letter raises questions like the rights of freedom, civil liberties, and so on?",0.0,0.554,0.446,0.9022
1421,1962-10-22_1421,1962,"By pursuing this course and abandoning the repressive and dangerous policies of your government, you may still save our country from economic dislocation and ruin and from civil strife and bitterness.",0.386,0.542,0.072,-0.9169
1421,1962-10-22_1421,1962,"Alternatively, you may choose to persist with the present policies which are cruel and dishonest and which are opposed by millions of people here and abroad.",0.238,0.762,0.0,-0.8176
1421,1962-10-22_1421,1962,"But as the result of the last strike has clearly proved, no power on earth can stop an oppressed people determined to win their freedom.",0.249,0.368,0.382,0.8462
1421,1962-10-22_1421,1962,History punishes those who resort to force and fraud to suppress the claims and legitimate aspirations of the majority of the country's citizens.',0.309,0.625,0.066,-0.8126
1421,1962-10-22_1421,1962,I make this application with the greatest of respect.,0.0,0.451,0.549,0.8074
1522,1962-11-07_1522,1962,"Accordingly, it was decided that should the government fail to summon such a National Convention before 31 May 1961, all sections of the population would be called on to stage a general strike for a period of three days, both to mark our protest against the establishment of a republic, based completely on white domination over a non white majority, and also, in a last attempt to persuade the government to heed our legitimate claims, and thus to avoid a period of increasing bitterness and hostility and discord in South Africa.",0.203,0.777,0.021,-0.9389
