speech_id,file,year,sentence,negative,positive,sum positive/negative
3,1953-09-21_3,1953,"In Africa, there are approximately 190,000,000 Africans as against 4,000,000 Europeans.",0.0,0.0,0.0
3,1953-09-21_3,1953,Action has become the language of the day.,0.0,0.0,0.0
3,1953-09-21_3,1953,"The Regional Conferences held in Sophiatown, Germiston, Kliptown and Benoni on the 28th June, 23rd and 30th August and on the 6th September, 1953, which were attended by large crowds, are a striking demonstration of the effectiveness of this plan, and the National Executives must be complimented for it.",0.0,0.084,0.084
3,1953-09-21_3,1953,From now on the activity of Congressites must not be confined to speeches and resolutions.,0.0,0.0,0.0
3,1953-09-21_3,1953,"If you are not allowed to have your meetings publicly, then you must hold them over your machines in the factories, on the trains and buses as you travel home.",0.0,0.0,0.0
3,1953-09-21_3,1953,You must have them in your villages and shantytowns.,0.0,0.0,0.0
3,1953-09-21_3,1953,"You must make every home, every shack and every mud structure where our people live, a branch of the trade union movement and never surrender.",0.0,0.07,0.07
3,1953-09-21_3,1953,You must defend the right of African parents to decide the kind of education that shall be given to their children.,0.0,0.0,0.0
3,1953-09-21_3,1953,Establish your own community schools where the right kind of education will be given to our children.,0.0,0.0,0.0
3,1953-09-21_3,1953,"If it becomes dangerous or impossible to have these alternative schools, then again you must make every home, every shack or rickety structure a centre of learning for our children.",0.1,0.0,0.1
3,1953-09-21_3,1953,"But due to the fact that the local branches did not exercise proper control and supervision, the admission of new members was not carried out satisfactorily.",0.1,0.0,0.1
3,1953-09-21_3,1953,"As a result of this, there were many shady characters ranging from political clowns, place seekers, splitters, saboteurs, agents provocateurs to informers and even policemen, who infiltrated into the ranks of Congress.",0.0,0.0,0.0
3,1953-09-21_3,1953,"One need only refer to the Johannesburg trial of Dr. Moroka and nineteen others, where a member of Congress who actually worked at the National Headquarters, turned out to be a detective sergeant on special duty.",0.0,0.076,0.076
3,1953-09-21_3,1953,"Remember the case of Leballo of Brakpan who wormed himself into that Branch by producing faked naming letters from the Liquidator, De Villiers Louw, who had instructions to spy on us.",0.0,0.0,0.0
3,1953-09-21_3,1953,"There are many other similar instances that emerged during the Johannesburg, Port Elizabeth and Kimberley trials.",0.0,0.0,0.0
3,1953-09-21_3,1953,Whilst some of these men were discovered there are many who have not been found out.,0.0,0.0,0.0
3,1953-09-21_3,1953,We must rid ourselves of such elements and give our organisation the striking power of a real militant mass organisation.,0.0,0.0,0.0
3,1953-09-21_3,1953,In the Kikuyu country there are some villages in which the population has been completely wiped out.,0.0,0.0,0.0
3,1953-09-21_3,1953,1.,0.0,0.0,0.0
3,1953-09-21_3,1953,1.,0.0,0.0,0.0
3,1953-09-21_3,1953,"Mandela quotes from an article by Nehru 'From Lucknow to Tripuri' reprinted in ""The Unity of India"" adapting it slightly.",0.0,0.0,0.0
6,1960-01-01_6,1960,"I must explain at the outset that the Congress, as far as I know, has never sat down to discuss the question….",0.0,0.0,0.0
6,1960-01-01_6,1960,Let's talk.',0.0,0.0,0.0
6,1960-01-01_6,1960,"In my own view I would say 'Yes, let us talk' and the Government would say, 'We think that the Europeans at present are not ready for a type of government where there might be domination by non Europeans.",0.086,0.0,0.086
6,1960-01-01_6,1960,We think we should give you 60 seats.,0.0,0.0,0.0
6,1960-01-01_6,1960,The African population to elect 60 Africans to represent them in Parliament.,0.0,0.0,0.0
6,1960-01-01_6,1960,"That's how I see it, my lords.",0.0,0.0,0.0
6,1960-01-01_6,1960,"Then at the end of the five year period we will have discussions and if the Government says, 'We will give you again 40 more seats', I might say that that is quite sufficient.",0.0,0.0,0.0
6,1960-01-01_6,1960,"In that way we would eventually be able to get everything that we want; we shall have our People's Democracy, my lords.",0.0,0.058,0.058
6,1960-01-01_6,1960,"That is the view I hold   whether that is Congress's view I don't know, but that is my view.",0.0,0.0,0.0
6,1960-01-01_6,1960,Because I think the evidence suggests that you could not expect the Government to soften in its views.,0.0,0.0,0.0
6,1960-01-01_6,1960,Have you any future plans in that event?,0.0,0.0,0.0
6,1960-01-01_6,1960,BENCH: What were those precautions?,0.0,0.0,0.0
6,1960-01-01_6,1960,We deliberately decided to use 'stay at home' where people are asked to remain in their houses.,0.0,0.0,0.0
6,1960-01-01_6,1960,"BENCH: Now, the difference which I want to discuss with you, what would the reaction of White supremacy be if it was made to realise that the demands of the Congress alliance would result in its supremacy being terminated once and for all?",0.0,0.087,0.087
6,1960-01-01_6,1960,"BENCH: That may be, but what do you think the reaction of White supremacy would be to that claim?",0.0,0.067,0.067
6,1960-01-01_6,1960,But already political organisations are arising in this country which themselves are striving for the extension of the franchise to the African people.,0.0,0.0,0.0
6,1960-01-01_6,1960,"One man, one vote?",0.0,0.0,0.0
6,1960-01-01_6,1960,MANDELA: If your lordship could give me time?,0.0,0.0,0.0
6,1960-01-01_6,1960,"You are now having an organised body of opinion, quite apart from the Congress of Democrats, who themselves are a force, quite apart from them, you are having an organised body of opinion amongst Whites who put forward the view that some limited form of franchise should be extended to Africans   BENCH: I don't think we are quite on the same   let me put it this way   wavelength.",0.028,0.0,0.028
6,1960-01-01_6,1960,The Congress has considered the question from the point of view firstly of its experience.,0.0,0.0,0.0
6,1960-01-01_6,1960,MANDELA: That was considered.,0.0,0.0,0.0
6,1960-01-01_6,1960,"We considered that, and we felt that that was possible.",0.0,0.0,0.0
6,1960-01-01_6,1960,"MANDELA: For example by staying at home and not going to work, using our economic power for the purpose of attaining our demands.",0.0,0.083,0.083
6,1960-01-01_6,1960,"They would have to respond to it and indeed, my lord, they are responding to it.",0.0,0.0,0.0
6,1960-01-01_6,1960,"DEFENCE: Apart from the question of organisation, did the Youth League feel that the methods and activity used by the ANC should be changed?",0.0,0.085,0.085
6,1960-01-01_6,1960,"MANDELA: Up to the time that the Youth League was formed and until 1949 the only methods of political action which were adopted by the ANC were purely constitutional; deputations to see the authorities, memoranda, and the mere passing of resolutions.",0.0,0.0,0.0
6,1960-01-01_6,1960,"We felt that that policy had been tried and found wanting and we thought that the ANC, its organisers and fieldworkers, should go out into the highways and organise the masses of the African people for mass campaigns.",0.0,0.0,0.0
6,1960-01-01_6,1960,"We felt that the time had arrived for the Congress to consider the adoption of more militant forms of political action: stay at homes, civil disobedience, protests, demonstrations   also including the methods which had previously been employed by the ANC.",0.046,0.0,0.046
6,1960-01-01_6,1960,"MANDELA: The view of the ANC was that every person above the age of 17 years, irrespective of the political views he might have, was entitled to become a member of the ANC.",0.0,0.063,0.063
6,1960-01-01_6,1960,DEFENCE: Whatever may have been their opinions or intentions as far as you were concerned did it appear to you that they were followers of ANC policy?,0.0,0.076,0.076
6,1960-01-01_6,1960,MANDELA: That is correct.,0.0,0.0,0.0
6,1960-01-01_6,1960,MANDELA: That is correct.,0.0,0.0,0.0
6,1960-01-01_6,1960,But the forms of political action which are set out in the Programme of Action meant that the ANC was not going to rely on a change of heart.,0.0,0.0,0.0
6,1960-01-01_6,1960,"We felt that even if it were aimed against the Communist Party of South Africa we would still oppose it, because we believe that every political organisation has a right to exist and to advocate its own point of view.",0.0,0.066,0.066
6,1960-01-01_6,1960,It led directly to the formation of the Congress of Democrats.,0.0,0.0,0.0
6,1960-01-01_6,1960,MANDELA: I think it had.,0.0,0.0,0.0
6,1960-01-01_6,1960,"After the Defiance Campaign the Government began talking about self government for Africans, Bantustans.",0.0,0.0,0.0
6,1960-01-01_6,1960,"As a matter of fact, in the letter we wrote to the then Prime Minister of the country, Dr Malan, before we launched the Defiance Campaign, we said that the campaign we were about to launch was not directed against any racial group.",0.0,0.061,0.061
6,1960-01-01_6,1960,"BENCH :   MANDELA: My lord, it is not a question of form, it is a question of democracy.",0.0,0.0,0.0
7,1961-05-01_7,1961,Answer: My association with the present campaign is now public knowledge.,0.0,0.0,0.0
7,1961-05-01_7,1961,Everyone knows that I advocate such demonstrations.,0.0,0.0,0.0
7,1961-05-01_7,1961,Question: What form should the demonstrations around Republic Day take?,0.0,0.0,0.0
7,1961-05-01_7,1961,"Answer: The programme includes a national stoppage of work for a number of days, the holding of meetings and processions.",0.0,0.071,0.071
7,1961-05-01_7,1961,The details vary in different areas according to local issues.,0.0,0.0,0.0
7,1961-05-01_7,1961,Question: What aim should the demonstrations   against a republic on which our people have not been consulted   aim at?,0.0,0.0,0.0
7,1961-05-01_7,1961,"Alternatively, we want the government to call an all in national convention to discuss an entirely new constitution here.",0.0,0.067,0.067
8,1961-05-01_8,1961,But we did so.,0.0,0.0,0.0
8,1961-05-01_8,1961,"It also realised that the organisational machine built up to propagate the campaign was of so high a standard, and support for the idea so firm and widespread, that the situation could only be controlled by resorting to naked force.",0.0,0.066,0.066
8,1961-05-01_8,1961,"The army had to be called out, European civilians armed, and the police force deployed in African townships and other areas.",0.0,0.0,0.0
8,1961-05-01_8,1961,"At the beginning of the campaign the press gave us fairly objective coverage and, acting on information supplied by their own reporters in different parts of the country, they reported growing support for the demonstrations and correctly predicted unprecedented response to the call.",0.0,0.097,0.097
8,1961-05-01_8,1961,"Until a week or so before the stay at home, the South African press endeavoured to live up to the standards and ethics of honest journalism and reported news items as they were without slants and distortions.",0.0,0.086,0.086
8,1961-05-01_8,1961,"On 18 May 1961, the Johannesburg Rand Daily Mail published a front page news item alleging that the National Action Council had secret plans to bring thousands of non whites into the central areas of cities.",0.0,0.0,0.0
8,1961-05-01_8,1961,It also announced that the NAC had held a secret meeting the week before at which it decided to extend the duration of the stay at home beyond the three day period.,0.0,0.054,0.054
8,1961-05-01_8,1961,"According to the same report, the announcement of the extension of the period would be made at the last moment to retain the element of surprise.",0.0,0.077,0.077
8,1961-05-01_8,1961,"In the evening of 29 May 1961, I made a statement to the same newspaper.",0.0,0.0,0.0
8,1961-05-01_8,1961,This sudden somersault was not confined to the Rand Daily Mail only.,0.0,0.0,0.0
8,1961-05-01_8,1961,"With the exception of Contact, Post, New Age, Drum, the World and a few other newspapers, the opposition press changed suddenly and simultaneously.",0.0,0.0,0.0
8,1961-05-01_8,1961,The deliberate falsehoods spread by the police and radio were reproduced.,0.0,0.0,0.0
8,1961-05-01_8,1961,"At seven o'clock in the morning of that day, Radio South Africa broadcast news that workers throughout the country had ignored the call for a stay at home.",0.081,0.0,0.081
8,1961-05-01_8,1961,"The country was told that this news was based on statements made at six o'clock the same morning by Colonel Spengler, head of the Witwatersrand branch of the Special Branch.",0.0,0.085,0.085
8,1961-05-01_8,1961,Similar statements made at approximately the same time by other police officers in different parts of the country were quoted.,0.0,0.0,0.0
8,1961-05-01_8,1961,"This means that long before the factory gates were opened and, in some areas, even before the workers boarded their trains and buses to work, the police had already announced that the stay at home had collapsed.",0.055,0.0,0.055
8,1961-05-01_8,1961,The Johannesburg Star of the same day reported that 'Early estimates of absenteeism in Johannesburg ranged from 40 per cent to 75 per cent.',0.0,0.0,0.0
8,1961-05-01_8,1961,"As the days rolled by, news came through that hundreds of thousands of workers and students throughout the country had given massive support to the call.",0.0,0.097,0.097
8,1961-05-01_8,1961,"On 3 June 1961, Post, a Johannesburg Sunday newspaper with a huge circulation, published reports from its team of crack reporters and photographers who had kept a continuous watch on townships in different parts of South Africa and who conducted detailed personal investigations inside and outside of these areas.",0.0,0.05,0.05
8,1961-05-01_8,1961,THEY DID NOT GO TO WORK.,0.0,0.0,0.0
8,1961-05-01_8,1961,They disrupted much of South African commerce and industry.,0.0,0.0,0.0
8,1961-05-01_8,1961,"Some factories worked with skeleton staffs, others closed, and many other businesses were shut down for the three days.'",0.0,0.0,0.0
8,1961-05-01_8,1961,The leading article of the New Age of 8 June 1961 acclaimed the stay at home as the most widespread general strike on a national scale that this country had ever seen.,0.057,0.0,0.057
8,1961-05-01_8,1961,Contact of 1 June 1961 wrote: 'On Tuesday 50 per cent of Indian workers in Durban were still out.,0.0,0.0,0.0
8,1961-05-01_8,1961,In Durban and Pietermaritzburg most Indian businesses were closed on Monday and open again on Tuesday.,0.0,0.0,0.0
8,1961-05-01_8,1961,Large numbers of schoolchildren kept away from school.,0.0,0.0,0.0
8,1961-05-01_8,1961,Enough to bring large bands of armed police to five campuses.,0.0,0.0,0.0
8,1961-05-01_8,1961,A Port Elizabeth daily newspaper estimated that about 75 per cent of that city's non White population stayed away on 30 May 1961.,0.0,0.0,0.0
8,1961-05-01_8,1961,"Students at the University College of Fort Hare, at Healdtown and Lovedale all stayed away from classes.",0.0,0.0,0.0
8,1961-05-01_8,1961,"At the University of Natal, which has about five hundred non White students, less than fifty attended classes.",0.0,0.0,0.0
8,1961-05-01_8,1961,The Transkeian Territories have been under martial law for many months now.,0.0,0.0,0.0
8,1961-05-01_8,1961,"A detailed survey conducted by the South African Congress of Trade Unions shows that in Johannesburg, Durban, Port Elizabeth, Cape Town and other centres, the clothing, textile, laundry and dry cleaning, food and canning, and furniture industries were severely hit.",0.073,0.0,0.073
8,1961-05-01_8,1961,"The stay at home was also opposed by former members of the Pan Africanist Congress , the Society of Young Africa and the Sons of Zululand.",0.0,0.0,0.0
8,1961-05-01_8,1961,The name of Peter Makhene was also mentioned.,0.0,0.0,0.0
8,1961-05-01_8,1961,He was described as leader of the Bantu National Congress and claimed a membership of fifty thousand.,0.0,0.0,0.0
8,1961-05-01_8,1961,"It is, therefore, part of his functions to sell apartheid to Africans.",0.0,0.0,0.0
8,1961-05-01_8,1961,But what we want to know is where and when was this organisation established.,0.0,0.1,0.1
8,1961-05-01_8,1961,Has it any constitution?,0.0,0.0,0.0
8,1961-05-01_8,1961,Who are its officials?,0.0,0.0,0.0
8,1961-05-01_8,1961,Has it had any conferences or meetings?,0.0,0.0,0.0
8,1961-05-01_8,1961,"If so, when and where?",0.0,0.0,0.0
8,1961-05-01_8,1961,People will be excused if they feel that this organisation went underground long before it was established.,0.0,0.0,0.0
8,1961-05-01_8,1961,It simply does not exist.,0.0,0.0,0.0
8,1961-05-01_8,1961,The Sons of Zululand and the Society of Young Africa are not genuine organisations but cliques and sects which are completely unknown to Africans and which have never had any following whatsoever amongst our people.,0.0,0.0,0.0
8,1961-05-01_8,1961,"First, they attended the Consultative Conference of African leaders held in Orlando in December 1960 as delegates, took part in the deliberations and fully supported the resolution adopted at that conference calling for unity amongst Africans and for a multi racial national convention.",0.0,0.059,0.059
8,1961-05-01_8,1961,At this conference a Continuation Committee was elected to prepare for the All in African Conference which was subsequently held at Pietermaritzburg.,0.0,0.0,0.0
8,1961-05-01_8,1961,Their representative served on this committee for several months with full knowledge that its main function was to unite all Africans on an anti Republican front and for a sovereign convention of all South Africans to draw up a new democratic constitution for the country.,0.052,0.0,0.052
8,1961-05-01_8,1961,"Towards the end of February this year, and without so much as a hint to their colleagues on the Continuation Committee, they issued a press statement announcing that they would not take part in the Pietermaritzburg talks.",0.0,0.0,0.0
8,1961-05-01_8,1961,We have already indicated the unprecedented measures adopted by the government to deal with our campaign.,0.0,0.0,0.0
8,1961-05-01_8,1961,Why?,0.0,0.0,0.0
8,1961-05-01_8,1961,At the same time the PAC people called on us to publish the information and protested that we had to communicate with the press from public telephone booths.,0.053,0.0,0.053
8,1961-05-01_8,1961,They knew all the members of the Continuation Committee.,0.0,0.0,0.0
8,1961-05-01_8,1961,On which side of the fence are these people?,0.0,0.0,0.0
8,1961-05-01_8,1961,What sort of political organisation is this that deliberately sets traps for leaders of another political body?,0.0,0.0,0.0
8,1961-05-01_8,1961,Differences between rival political organisations in the liberation camp on tactical questions are permissible.,0.0,0.0,0.0
8,1961-05-01_8,1961,"We called on the African people to reject the Verwoerd republic not because we preferred a monarchical form of government, but because we felt that the introduction of a republic should only take place after seeking the views and after obtaining the express consent of the African people.",0.038,0.049,0.087
8,1961-05-01_8,1961,"We felt that the foundations of the republic, as of the State that existed prior to the proclamation of the republic, would be based on apartheid and the exploitation of the African people.",0.0,0.0,0.0
8,1961-05-01_8,1961,In February this year they announced plans to stage demonstrations from 21 March 1961.,0.0,0.0,0.0
8,1961-05-01_8,1961,Leaflets were issued in Cape Town and were widely distributed in Langa and Nyanga African townships calling upon people to stock food and to prepare themselves for action on this date.,0.0,0.0,0.0
8,1961-05-01_8,1961,"The whole thing fizzled out long before the much heralded day, and when the date arrived not a single person responded either in Cape Town, Vereeniging, or Johannesburg.",0.0,0.0,0.0
8,1961-05-01_8,1961,"African students at Fort Hare, Natal University, Lovedale, Healdtown and in many other institutions throughout the country demonstrated their support for the call and stayed away from lectures.",0.0,0.091,0.091
8,1961-05-01_8,1961,Indian workers stayed away from work.,0.0,0.0,0.0
8,1961-05-01_8,1961,They must be attended to.,0.0,0.0,0.0
8,1961-05-01_8,1961,We must make adjustments in our methods and style of work to meet contingencies which we did not anticipate.,0.0,0.0,0.0
8,1961-05-01_8,1961,Is there anybody who does not?,0.0,0.0,0.0
8,1961-05-01_8,1961,"One man, one vote, is the key to our future.",0.0,0.0,0.0
8,1961-05-01_8,1961,"In the second place, the names of members of the NAC were, for obvious reasons, never published and the public may never know whether or not Chief Luthuli was a member.",0.0,0.0,0.0
8,1961-05-01_8,1961,It would have been naïve for us to have stood on the mountain tops and proclaimed that he was a member directing his forces as he has always done in previous campaigns.,0.0,0.099,0.099
8,1961-05-01_8,1961,With equal monotony the question is posed: have we not closed a chapter on this question?,0.0,0.0,0.0
8,1961-05-01_8,1961,All these have been noted.,0.0,0.0,0.0
9,1961-06-26_9,1961,Since then we have had many stirring campaigns on this date and it has been observed by hundreds of thousands of our people as a day of dedication.,0.0,0.0,0.0
9,1961-06-26_9,1961,"You will remember that the Pietermaritzburg Resolutions warned that if the government did not call a National Convention before the end of May, 1961, Africans, Coloureds, Indians and European democrats would be asked not to collaborate with the republic or any government based on force.",0.047,0.0,0.047
9,1961-06-26_9,1961,A full scale and countrywide campaign of non co operation with the government will be launched immediately.,0.0,0.091,0.091
9,1961-06-26_9,1961,"The precise form of the contemplated action, its scope and dimensions and duration will be announced to you at the appropriate time.",0.0,0.0,0.0
9,1961-06-26_9,1961,At the present moment it is sufficient to say that we plan to make government impossible.,0.0,0.0,0.0
9,1961-06-26_9,1961,Those who are voteless cannot be expected to continue paying taxes to a government which is not responsible to them.,0.098,0.0,0.098
9,1961-06-26_9,1961,We furnish the sinews of agriculture and industry.,0.0,0.0,0.0
9,1961-06-26_9,1961,Can Africans be expected to be content with serving on Advisory Boards and Bantu Authorities when the demand all over the continent of Africa is for national independence and self government?,0.048,0.0,0.048
9,1961-06-26_9,1961,The entire resources of the Black people must be mobilised to withdraw all co operation with the Nationalist government.,0.0,0.0,0.0
9,1961-06-26_9,1961,"I have had to separate myself from my dear wife and children, from my mother and sisters, to live as an outlaw in my own land.",0.0,0.098,0.098
9,1961-06-26_9,1961,What are you going to do?,0.0,0.0,0.0
9,1961-06-26_9,1961,"Will you come along with us, or are you going to co operate with the government in its efforts to suppress the claims and aspirations of your own people?",0.082,0.0,0.082
9,1961-06-26_9,1961,For my own part I have made my choice.,0.0,0.0,0.0
4,1962-02-03_4,1962,"The delegation of the African National Congress, and I particularly, feel specially honoured by the invitation addressed to our organisation by the PAFMECA to attend this historic conference and to participate in its deliberations and decisions.",0.0,0.092,0.092
4,1962-02-03_4,1962,"The extension of the PAFMECA area to South Africa, the heart and core of imperialist reaction, should mark the beginning of a new phase in the drive for the total liberation of Africa   a phase which derives special significance from the entry into PAFMECA of the independent states of Ethiopia, Somalia, and Sudan.",0.0,0.089,0.089
4,1962-02-03_4,1962,The deliberations of our conference will thus proceed in a setting most conducive to a scrupulous examination of the issues that are before us.,0.0,0.097,0.097
4,1962-02-03_4,1962,We also thank all those states that have given asylum and assistance to South African refugees of all shades of political beliefs and opinion.,0.0,0.098,0.098
4,1962-02-03_4,1962,We believe that one of the main objectives of this conference is to work out concrete plans to speed up the struggle for the liberation of those territories in this region that are still under alien rule.,0.06,0.0,0.06
