speech_id,file,year,sentence,negative,positive,sum positive/negative
1,1951-12-01_1,1951,"These are hopeful signs, but precisely because the African liberation movement is gaining strength the rulers will become more brutal and, in their desperation, will practice all manner of deception in order to stay on at any rate to postpone the day of final victory.",0.242,0.21,0.45199999999999996
1,1951-12-01_1,1951,But history is on the side of the oppressed.,0.342,0.0,0.342
1,1951-12-01_1,1951,or the Nationalist party.,0.0,0.474,0.474
1,1951-12-01_1,1951,The United party represents the mining interests and also the rapidly rising industrialist power.,0.0,0.405,0.405
1,1951-12-01_1,1951,The Nationalist party represents farming interests and the growing Afrikaner commercial interest.,0.0,0.54,0.54
1,1951-12-01_1,1951,"The farming group as a distinct and separate interest is, of course, dying out if it is not dead already!",0.15,0.252,0.402
1,1951-12-01_1,1951,But it is becoming clear that there is no possibility of  clash between such groups.,0.146,0.177,0.32299999999999995
1,1951-12-01_1,1951,It is true that in the rank and file of the white parties are a number who whilst they support the maintenance of colour as an instrument of white political and economic supremacy are scared of a naked Hitlerite regime which might later turn out to be a danger to themselves; hence movements like the now thoroughly discredited Torch Commando.,0.134,0.187,0.321
1,1951-12-01_1,1951,This white South African people who have lost all their moral backbone .,0.137,0.327,0.464
1,1951-12-01_1,1951,They realise that their world is a dying world and that the appearance of impregnable strength is a mere facade.,0.172,0.138,0.31
1,1951-12-01_1,1951,"True, the struggle will be a bitter one.",0.429,0.235,0.6639999999999999
1,1951-12-01_1,1951,"Leaders will be deported, imprisoned, and even shot.",0.478,0.0,0.478
1,1951-12-01_1,1951,"But the spirit of the people cannot be crushed, and no matter what happens to the present leadership, new leaders will arise like mushrooms till full victory is won.",0.065,0.427,0.492
1,1951-12-01_1,1951,At the present historical stage African nationalism is the only outlook or creed for giving the African people the self confidence and subjective liberation without which a people can never hope to challenge effectively any national oppression.,0.147,0.19,0.33699999999999997
1,1951-12-01_1,1951,"As the guardian of African nationalism, the Congress Youth League and, to a lesser extent, the senior Congress are undoubtedly the greatest hope that the African people, and indeed all oppressed people, have that they will ever live in a free, independent, united, democratic, and a prosperous South Africa.",0.052,0.274,0.326
1,1951-12-01_1,1951,African nationalism was born in the ANC and grew in confidence through years of struggle.,0.124,0.177,0.301
1,1951-12-01_1,1951,"I have no doubt that so far as this stage of struggle is concerned, our language is sufficiently uniform.",0.318,0.0,0.318
1,1951-12-01_1,1951,This was made clear during the three struggles of the past two years.,0.155,0.161,0.316
1,1951-12-01_1,1951,There is nothing to be afraid of in the setbacks we have suffered.,0.201,0.109,0.31
1,1951-12-01_1,1951,We learned in those struggles that the face of a liberatory movement must always be turned against the main enemy   fight fascism.,0.323,0.0,0.323
1,1951-12-01_1,1951,We learned that always a true fighter must be on the side of the people against the oppressor.,0.14,0.206,0.346
1,1951-12-01_1,1951,"Our imperfections were made clear to us, and the duty of the conference will be directed towards correcting these mistakes and practising honest objective and serious self criticism to fully prepare ourselves for the struggle we will have to wage early next year.",0.208,0.112,0.32
1,1951-12-01_1,1951,We have a powerful ideology capable of capturing the imaginations of the masses.,0.0,0.351,0.351
1,1951-12-01_1,1951,In the past two years we have registered certain big successes in this task in spite of setbacks.,0.141,0.237,0.378
1,1951-12-01_1,1951,"Needless to say, the whole situation demands an answer of struggle.",0.348,0.0,0.348
1,1951-12-01_1,1951,"We have to discuss measures  the creation of strong nuclei of active workers in the struggle on the proper organisation of the League and the Congress  the elimination of unredeemable reactionaries, which work has proceeded quite far in certain areas.",0.107,0.21,0.317
1,1951-12-01_1,1951,"In this context we have to examine various tactics and weapons in our struggle, including boycott, civil disobedience, and strikes.",0.385,0.0,0.385
5,1952-08-01_5,1952,The support we have received from the masses has been most encouraging.,0.0,0.39,0.39
5,1952-08-01_5,1952,The struggle for the freedom and national independence of the non European peoples shall continue as the National Planning Council sees fit.,0.082,0.239,0.321
5,1952-08-01_5,1952,They were also arrested.,0.508,0.0,0.508
2,1953-08-23_2,1953,"The events now taking place in Africa constitute the most serious threat to the peace, security and the freedom of the people of this Continent.",0.149,0.286,0.43499999999999994
2,1953-08-23_2,1953,"Riches of Africa   It is here that we have rich deposits of gold, diamonds and uranium.",0.0,0.333,0.333
2,1953-08-23_2,1953,"Being without any strong trade union movement, the people of Africa are exposed to the most vicious and cruel forms of colonial exploitation.",0.364,0.0,0.364
2,1953-08-23_2,1953,It is this situation that makes the danger of war in Africa very real and close.,0.343,0.0,0.343
2,1953-08-23_2,1953,The internal contradictions and conflicts within this imperial camp are broadening daily.,0.329,0.0,0.329
2,1953-08-23_2,1953,"In their mad lust for markets and profits, these imperial powers will not hesitate to cut one another's throats, to break the peace, to drench millions of innocent people in blood and to bring misery and untold suffering to humanity.",0.184,0.228,0.41200000000000003
2,1953-08-23_2,1953,The rivalries amongst these colonial powers contain the seeds of an extremely dangerous situation to peace and security in Africa.,0.129,0.224,0.353
2,1953-08-23_2,1953,Africa has now become a war base for the imperial powers in their war preparations and for their schemes of world domination.,0.333,0.0,0.333
2,1953-08-23_2,1953,"This is the true explanation of the bitter conflict in Kenya between imperial Britain, whose aim is to rob those people of their country and land, and the Kenya people who are fighting to save their land and country from being transformed into a military base to attack other people.",0.23,0.096,0.326
2,1953-08-23_2,1953,Victims of a Future War   The people of Africa will be the first victims of a future war.,0.508,0.0,0.508
2,1953-08-23_2,1953,The war danger in Africa is very close indeed.,0.51,0.0,0.51
2,1953-08-23_2,1953,People throughout the world are coming to understand how closely the struggle for peace and against the menace of war is linked with the preservation of the right of the nation and the individual to a peaceful existence.,0.195,0.139,0.334
2,1953-08-23_2,1953,"This Conference shows that more and more people in South Africa have come to understand the most serious threat to the peace, security and freedom of the peoples that exists at the present time.",0.119,0.228,0.347
2,1953-08-23_2,1953,The people of Africa are being forced to realize that peace is their most immediate concern.,0.146,0.171,0.317
3,1953-09-21_3,1953,But instead of more freedom repression began to grow in volume and intensity and it seemed that all their sacrifices would end up in smoke and dust.,0.102,0.254,0.356
3,1953-09-21_3,1953,Defiance was a step of great political significance.,0.0,0.554,0.554
3,1953-09-21_3,1953,It released strong social forces which affected thousands of our countrymen.,0.115,0.237,0.352
3,1953-09-21_3,1953,It was an effective way of getting the masses to function politically; a powerful method of voicing our indignation against the reactionary policies of the Government.,0.192,0.177,0.369
3,1953-09-21_3,1953,It was one of the best ways of exerting pressure on the Government and extremely dangerous to the stability and security of the State.,0.174,0.205,0.379
3,1953-09-21_3,1953,The entire country was transformed into battle zones where the forces of liberation were locked up in immortal conflict against those of reaction and evil.,0.288,0.062,0.35
3,1953-09-21_3,1953,The government launched its reactionary offensive and struck at us.,0.516,0.097,0.613
3,1953-09-21_3,1953,In March this year the Government passed the so called Public Safety Act which empowered it to declare a state of emergency and to create conditions which would permit of the most ruthless and pitiless methods of suppressing our movement.,0.231,0.104,0.335
3,1953-09-21_3,1953,"Almost simultaneously, the Criminal Laws Amendment Act was passed which provided heavy penalties for those convicted of Defiance offences.",0.401,0.0,0.401
3,1953-09-21_3,1953,The masses had to be prepared and made ready for new forms of political struggle.,0.123,0.235,0.358
3,1953-09-21_3,1953,We had to recuperate our strength and muster our forces for another and more powerful offensive against the enemy.,0.241,0.224,0.46499999999999997
3,1953-09-21_3,1953,To have gone ahead blindly as if nothing had happened would have been suicidal and stupid.,0.361,0.0,0.361
3,1953-09-21_3,1953,The Defiance Campaign together with its thrills and adventures has receded.,0.0,0.353,0.353
3,1953-09-21_3,1953,This does not include that formidable array of freedom fighters who have been named and blacklisted under the Suppression of Communism Act and those who have been banned under the Riotous Assemblies Act.,0.232,0.1,0.332
3,1953-09-21_3,1953,"They are denied the right to security in the event of unemployment, sickness, disability, old age and where these exist, they are of an extremely inferior and useless nature.",0.369,0.06,0.429
3,1953-09-21_3,1953,"Because of lack of proper medical amenities our people are ravaged by such dreaded diseases as tuberculosis, venereal disease, leprosy, pellagra, and infantile mortality is very high.",0.343,0.0,0.343
3,1953-09-21_3,1953,The farm labourers are in a particularly dire plight.,0.32,0.0,0.32
3,1953-09-21_3,1953,People falling ill and never once being given medical attention.,0.355,0.0,0.355
3,1953-09-21_3,1953,"You will also recall the revolting story of a farmer who was convicted for tying a labourer by his feet from a tree and had him flogged to death, pouring boiling water into his mouth whenever he cried for water.",0.326,0.0,0.326
3,1953-09-21_3,1953,None will deny that they constitute a serious challenge to Congress and we are in duty bound to find an effective remedy for these obnoxious practices.,0.14,0.209,0.349
3,1953-09-21_3,1953,By forbidding strikes and lockouts it deprives Africans of the one weapon the workers have to improve their position.,0.379,0.107,0.486
3,1953-09-21_3,1953,Congress totally rejects both bills without reservation.,0.368,0.0,0.368
3,1953-09-21_3,1953,The last provincial Conference strongly condemned the then proposed Labour Bill as a measure designed to rob the African workers of the universal right of free trade unionism and to undermine and destroy the existing African trade unions.,0.251,0.111,0.362
3,1953-09-21_3,1953,To accept a measure of this nature even in a qualified manner would be a betrayal of the toiling masses.,0.166,0.223,0.389
3,1953-09-21_3,1953,"It shall promote understanding, tolerance and friendship among the nations, racial or religious groups and shall further the activities of the United Nations for the maintenance of peace.",0.0,0.378,0.378
3,1953-09-21_3,1953,The oppressed people and the oppressors are at loggerheads.,0.466,0.0,0.466
3,1953-09-21_3,1953,I have not the slightest doubt that when that day comes truth and justice will prevail.,0.0,0.496,0.496
3,1953-09-21_3,1953,But gone forever are the days when harsh and wicked laws provided the oppressors with years of peace and quiet.,0.375,0.143,0.518
3,1953-09-21_3,1953,The racial policies of the Government have pricked the conscience of all men of good will and have aroused their deepest indignation.,0.176,0.19,0.366
3,1953-09-21_3,1953,The feelings of the oppressed people have never been more bitter.,0.212,0.174,0.386
3,1953-09-21_3,1953,The grave plight of the people compels them to resist to the death the stinking policies of the gangsters that rule our country.,0.331,0.0,0.331
3,1953-09-21_3,1953,"But in spite of all the difficulties outlined above, we have won important victories.",0.3,0.294,0.594
3,1953-09-21_3,1953,The friends of the people are distinguishable by the ready and disciplined manner in which they rally behind their organisation and their readiness to sacrifice when the preservation of the organisation has become a matter of life and death.,0.083,0.238,0.321
3,1953-09-21_3,1953,"Similarly, enemies and shady characters are detected by the extent to which they consistently attempt to wreck the organisation by creating fratricidal strife, disseminating confusion and undermining and even opposing important plans of action to vitalise the organisation.",0.269,0.123,0.392
3,1953-09-21_3,1953,"These shady characters by means of flattery, bribes and corruption, win the support of the weak willed and politically backward individuals, detach them from Congress and use them in their own interests.",0.151,0.234,0.385
3,1953-09-21_3,1953,"Here in South Africa, as in many parts of the world, a revolution is maturing: it is the profound desire, the determination and the urge of the overwhelming majority of the country to destroy for ever the shackles of oppression that condemn them to servitude and slavery.",0.234,0.091,0.325
3,1953-09-21_3,1953,To overthrow oppression has been sanctioned by humanity and is the highest aspiration of every free man.,0.241,0.145,0.386
3,1953-09-21_3,1953,To do otherwise would be a crime and a serious neglect of duty.,0.494,0.0,0.494
3,1953-09-21_3,1953,"We have been banned because we champion the freedom of the oppressed people of our country and because we have consistently fought against the policy of racial discrimination in favour of a policy which accords fundamental human rights to all, irrespective of race, colour, sex or language.",0.141,0.185,0.32599999999999996
3,1953-09-21_3,1953,"We have been gagged because we have emphatically and openly condemned the criminal attacks by the imperialists against the people of Malaya, Vietnam, Indonesia, Tunisia and Tanganyika and called upon our people to identify themselves unreservedly with the cause of world peace and to fight against the war policies of America and her satellites.",0.263,0.051,0.314
3,1953-09-21_3,1953,"We are being shadowed, hounded and trailed because we fearlessly voiced our horror and indignation at the slaughter of the people of Korea and Kenya.",0.334,0.061,0.395
3,1953-09-21_3,1953,The massacre of the Kenya people by Britain has aroused world wide indignation and protest.,0.452,0.0,0.452
3,1953-09-21_3,1953,Men are being castrated and shot dead.,0.576,0.0,0.576
3,1953-09-21_3,1953,We are prisoners in our own country because we dared to raise our voices against these horrible atrocities and because we expressed our solidarity with the cause of the Kenya people.,0.279,0.054,0.333
3,1953-09-21_3,1953,"""Dangers and difficulties have not deterred us in the past, they will not frighten us now.",0.264,0.1,0.364
3,1953-09-21_3,1953,But we must be prepared for them like men in business who do not waste energy in vain talk and idle action.,0.255,0.26,0.515
3,1953-09-21_3,1953,"This is Nehru's actual writing:   ""There is no easy walk over to freedom anywhere, and many of us will have to pass through the valley of the shadow again and again before we reach the mountain tops of our desire.",0.044,0.282,0.32599999999999996
3,1953-09-21_3,1953,Dangers and difficulties have not deterred us in the past; they will not frighten us now.,0.264,0.1,0.364
3,1953-09-21_3,1953,But we must be prepared for them like men who mean business and who do not waste their energy in vain talk and idle action.,0.234,0.239,0.473
6,1960-01-01_6,1960,PROSECUTION: Do you think that your People's Democracy could be achieved by a process of gradual reforms?,0.194,0.114,0.308
6,1960-01-01_6,1960,"Let's accept it, and still demand that the franchise should be extended, but for the agreed period we should suspend civil disobedience, no stay at homes.",0.216,0.137,0.353
6,1960-01-01_6,1960,"MANDELA: No, my lord.",0.423,0.0,0.423
6,1960-01-01_6,1960,But the Congress theory  that to have pickets might attract police violence.,0.299,0.172,0.471
6,1960-01-01_6,1960,MANDELA: Yes it has.,0.0,0.474,0.474
6,1960-01-01_6,1960,Congress has become much more powerful and much more strong today.,0.0,0.426,0.426
6,1960-01-01_6,1960,PROSECUTION: And in your opinion is the possibility of this violence to which you refer therefore heightened  increased?,0.34,0.081,0.42100000000000004
6,1960-01-01_6,1960,"MANDELA: Oh, yes; we felt that the Government will not hesitate to massacre hundreds of Africans in order to intimidate them not to oppose its reactionary policy.",0.138,0.232,0.37
6,1960-01-01_6,1960,"MANDELA: Well, that has been a problem all along, my lord.",0.211,0.164,0.375
6,1960-01-01_6,1960,"MANDELA: No, but, my lord, this is what I am coming to, that already since we applied these new methods of political action, this policy of exerting pressure, we have attained   we have achieved, we have won ground.",0.094,0.224,0.318
6,1960-01-01_6,1960,BENCH: Unqualified franchise?,0.5,0.0,0.5
6,1960-01-01_6,1960,"MANDELA: No, no, my lord, it is qualified.",0.37,0.21,0.58
6,1960-01-01_6,1960,"Now, it is true that these parties, both the Liberal Party as well as the Progressive Party are thinking in terms of some qualified franchise.",0.0,0.5,0.5
6,1960-01-01_6,1960,"MANDELA: No, my lord.",0.423,0.0,0.423
6,1960-01-01_6,1960,DEFENCE : What was the aim of the ANC with regard to Nationalism on the one hand and tribes on the other hand?,0.0,0.31,0.31
6,1960-01-01_6,1960,DEFENCE: Were some members of the Youth League actually in favour of expelling Communists from the ANC?,0.12,0.233,0.353
6,1960-01-01_6,1960,"MANDELA: Yes, my lords.",0.0,0.474,0.474
6,1960-01-01_6,1960,DEFENCE: On what grounds were these resolutions rejected?,0.289,0.187,0.476
6,1960-01-01_6,1960,MANDELA: At that time I strongly supported the resolution to expel the Communists from the ANC….,0.15,0.228,0.378
6,1960-01-01_6,1960,DEFENCE: Did they appear loyal to it?,0.0,0.511,0.511
6,1960-01-01_6,1960,DEFENCE: Did you become a Communist?,0.0,0.348,0.348
6,1960-01-01_6,1960,"MANDELA: Yes, most certainly.",0.0,0.729,0.729
6,1960-01-01_6,1960,"Firstly, it pricked the conscience of the European public which became aware in a much more clear manner of the sufferings and disabilities of the African people.",0.144,0.169,0.313
6,1960-01-01_6,1960,It also led to discussions on the policies of apartheid at the United Nations and I think to that extent it was an outstanding success.,0.0,0.333,0.333
6,1960-01-01_6,1960,I think they acted in order to deceive .,0.31,0.0,0.31
6,1960-01-01_6,1960,"But in spite of that deception one thing comes out very clearly and that is that they acknowledged the power of the Defiance Campaign, they felt that striking power of the ANC had tremendously increased.",0.183,0.144,0.32699999999999996
6,1960-01-01_6,1960,"BENCH: Well, as a matter of fact isn't your freedom a direct threat to the Europeans?",0.339,0.16,0.499
6,1960-01-01_6,1960,"MANDELA: No, it is not a direct threat to the Europeans.",0.17,0.214,0.384
6,1960-01-01_6,1960,It is quite clear that the Congress has consistently preached a policy of race harmony and we have condemned racialism no matter by whom it is professed.,0.156,0.204,0.36
6,1960-01-01_6,1960,If democracy would be best expressed by a one party system then I would examine the proposition very carefully.,0.0,0.383,0.383
6,1960-01-01_6,1960,But if democracy could best be expressed by a multi party system then I would examine that carefully.,0.0,0.461,0.461
6,1960-01-01_6,1960,"MANDELA: Yes, very much so, my lord.",0.0,0.31,0.31
6,1960-01-01_6,1960,"I think that a lot of evils arise out of the existence of classes, one class exploiting others  .",0.32,0.0,0.32
6,1960-01-01_6,1960,"MANDELA: I still do, except that the Liberal party has now shifted a great deal from its original position.",0.0,0.394,0.394
6,1960-01-01_6,1960,"DEFENCE :   MANDELA: In our experience the most important thing about imperialism today is that it has gone all over the world subjugating people and exploiting them, bringing death and destruction to millions of people.",0.24,0.097,0.33699999999999997
7,1961-05-01_7,1961,My answer is simply   yes.,0.0,0.403,0.403
8,1961-05-01_8,1961,This magnificent response was the result of the hard work and selfless devotion of our organisers and activists who had to overcome formidable difficulties very often involving personal risks to themselves.,0.148,0.179,0.32699999999999996
8,1961-05-01_8,1961,The government was alarmed by the tremendous impact of the demand for a national convention and the call for countrywide anti Republican demonstrations.,0.228,0.11,0.338
8,1961-05-01_8,1961,It realised that there would be overwhelming support for the call if the campaign was not immediately suppressed through open terror and intimidation.,0.207,0.16,0.367
8,1961-05-01_8,1961,More than ten thousand innocent Africans were arrested and jailed under the pass laws and terror and intimidation became widespread.,0.418,0.08,0.498
8,1961-05-01_8,1961,By resorting to these drastic steps the government has in fact conceded that we are the country's most powerful and dangerous opponents to its hated policies.,0.225,0.092,0.317
8,1961-05-01_8,1961,"On this issue, the radio, the press, and European employers played a thoroughly shameful role.",0.195,0.134,0.329
8,1961-05-01_8,1961,"In regard to the leading article, we agreed that violence was an unfortunate thing.",0.351,0.104,0.45499999999999996
8,1961-05-01_8,1961,"We felt, however, that appeals for non violence should be addressed to the government who were spoiling for a showdown and massacre and not to the African people who had repeatedly protested the peaceful and non violent character of their campaign.",0.268,0.061,0.329
8,1961-05-01_8,1961,"This statement was distorted to give the impression that we had conceded defeat and, in this distorted form, it was distributed by the Rand Daily Mail to other morning newspapers throughout the country   a deliberate act of sabotage.",0.258,0.042,0.3
8,1961-05-01_8,1961,"Statements made by the NAC were either distorted, watered down, or even suppressed deliberately.",0.302,0.0,0.302
8,1961-05-01_8,1961,"For example, on 20 May 1961 the NAC issued a press statement strongly protesting at the unwarranted arrest of more than ten thousand innocent Africans.",0.175,0.152,0.32699999999999996
8,1961-05-01_8,1961,We placed on record that we were deeply incensed by this provocative action and demanded the immediate stopping of the arrests and the unconditional release of all those detained.,0.341,0.0,0.341
8,1961-05-01_8,1961,I cannot imagine anything more fraudulent.,0.466,0.0,0.466
8,1961-05-01_8,1961,But the truth could not be suppressed for long.,0.0,0.445,0.445
8,1961-05-01_8,1961,There were attacks on buses at Cato Manor and a bus to Pietermaritzburg from a Reserve was fired on.',0.302,0.0,0.302
8,1961-05-01_8,1961,The truth had come out.,0.0,0.365,0.365
8,1961-05-01_8,1961,The barbarous and cruel policies of the Nationalist Government find expression in extremely savage attacks on the innocent and unarmed people of these areas.,0.314,0.073,0.387
8,1961-05-01_8,1961,Hundreds of freedom fighters are languishing in jails for demanding freedom and justice for the people of the Transkei.,0.107,0.408,0.515
8,1961-05-01_8,1961,"Even in this area of death and hell, the flames of freedom are scorching meadows.",0.344,0.17,0.514
8,1961-05-01_8,1961,He is compelled to oppose all political organisations which fight for the defeat of the Verwoerd fascist republic.,0.377,0.049,0.426
8,1961-05-01_8,1961,"The Society of Young Africa , like its parent body the Unity Movement from which it broke away a few years ago, is an insignificant sect of bitter and frustrated intellectuals who have completely lost confidence in themselves, who have no political ambitions whatsoever and who abhor serious political struggle.",0.33,0.162,0.492
8,1961-05-01_8,1961,Africans know who their friends and enemies are and these cliques are treated throughout the country with the contempt they deserve.,0.249,0.11,0.359
8,1961-05-01_8,1961,The attitude of former members of the PAC on the stay at home has been one of shocking contradiction and amazing confusion.,0.24,0.132,0.372
8,1961-05-01_8,1961,Nothing has been more disastrous to themselves than their pathetic attempts to sabotage the demonstrations.,0.485,0.0,0.485
8,1961-05-01_8,1961,Their failure to raise the matter in the committee before they withdrew betrays the underhand and traitorous nature of this manoeuvre and indicates that they well knew that they could find no political justification whatsoever for their action.,0.254,0.068,0.322
8,1961-05-01_8,1961,Even locally there were many former PAC people who bitterly disagreed with their leaders and who felt that they could not follow the stupid and disastrous blunders they were advocating.,0.242,0.073,0.315
8,1961-05-01_8,1961,But there was something even more disastrous and tragic than their mean and cowardly behaviour in stabbing their kith and kin at a time when maximum unity had become a matter of life and death to Africans.,0.378,0.023,0.401
8,1961-05-01_8,1961,Why were they interested in this information?,0.0,0.31,0.31
8,1961-05-01_8,1961,A political organisation that is forced by opportunism and petty political rivalries into allying itself with the enemies of an oppressed community is doomed.,0.454,0.042,0.496
8,1961-05-01_8,1961,The African people demand freedom and self rule.,0.128,0.359,0.487
8,1961-05-01_8,1961,PAC has ruined its future by opposing this dynamic demand.,0.315,0.205,0.52
8,1961-05-01_8,1961,"That is why most Africans, including many who once supported them, are so strong in condemning their treachery.",0.122,0.267,0.389
8,1961-05-01_8,1961,But all this discussion has now become academic because for all practical purposes the PAC has lost considerable support even in areas where only last year it achieved spectacular success.,0.073,0.285,0.358
8,1961-05-01_8,1961,For the second time in two months they have suffered yet another defeat.,0.36,0.0,0.36
8,1961-05-01_8,1961,Their efforts to sabotage the recent strike misfired badly.,0.571,0.0,0.571
8,1961-05-01_8,1961,The results prove that no power on earth can stop an oppressed population determined to win its freedom.,0.251,0.348,0.599
8,1961-05-01_8,1961,"In the meantime, the PAC has been shocked and stunned by this rebuff and they sit licking their wounds, unable to look people in the face and haunted by the enormity of their outrageous crime.",0.307,0.0,0.307
8,1961-05-01_8,1961,"In primary and secondary schools throughout the country, scholars boycotted republican celebrations, refused commemoration medals, and stayed away from schools.",0.191,0.145,0.33599999999999997
8,1961-05-01_8,1961,Their support showed that even amongst the Whites the forces of challenge and opposition to White supremacy exist and are ready to join battle whenever the call is made.,0.073,0.279,0.35200000000000004
8,1961-05-01_8,1961,"We congratulated the students for their public spirited action in which, as befits the intellectual youth, they gave a courageous lead to the nation at a time when courage and leadership were qualities we needed most.",0.0,0.344,0.344
8,1961-05-01_8,1961,They showed immense courage and militancy.,0.0,0.39,0.39
8,1961-05-01_8,1961,The forces of liberation are strong and powerful and their numbers are growing.,0.0,0.438,0.438
8,1961-05-01_8,1961,The morale is high and we look forward to the future with perfect confidence.,0.0,0.368,0.368
8,1961-05-01_8,1961,"It would, however, be a mistake to exaggerate our success.",0.292,0.27,0.562
8,1961-05-01_8,1961,"In spite of the magnificent courage shown by our people, numerical response fell below expectations.",0.151,0.316,0.46699999999999997
8,1961-05-01_8,1961,Mistakes were committed and weaknesses and shortcomings were discovered.,0.496,0.149,0.645
8,1961-05-01_8,1961,Only in this way shall we build more strength and increase our striking power.,0.0,0.335,0.335
8,1961-05-01_8,1961,Facts contradict this viewpoint.,0.434,0.0,0.434
8,1961-05-01_8,1961,We demand higher wages and we want more and better food in our pantries.,0.088,0.264,0.352
8,1961-05-01_8,1961,But we also need the vote to legislate decent laws.,0.0,0.308,0.308
8,1961-05-01_8,1961,This is the importance of the demand for a national convention.,0.125,0.208,0.33299999999999996
8,1961-05-01_8,1961,His courage and devotion to the cause of freedom is known in every household in this country.,0.0,0.426,0.426
8,1961-05-01_8,1961,Inside and outside committees he remains the undisputed and most respected leader of the African people and a source of tremendous inspiration to all South African freedom fighters.,0.032,0.376,0.40800000000000003
8,1961-05-01_8,1961,"Our most loyal supporters, whose courage and devotion has never been doubted, unanimously and strenuously disagreed with this approach and with the assurances we gave that we would not use any form of intimidation whatsoever to induce people to stay away from work.",0.089,0.298,0.387
8,1961-05-01_8,1961,It was argued that the soil of our beloved country has been stained with the priceless blood of African patriots murdered by the Nationalist government in the course of peaceful and disciplined demonstrations to assert their claims and legitimate aspirations.,0.173,0.165,0.33799999999999997
8,1961-05-01_8,1961,"It was further argued that it is wrong and indefensible for a political organisation to repudiate picketing, which is used the world over as a legitimate form of pressure to prevent scabbing.",0.266,0.084,0.35000000000000003
8,1961-05-01_8,1961,It would be a serious mistake to brush them aside and leave them unanswered.,0.329,0.0,0.329
8,1961-05-01_8,1961,We appreciate that,0.0,0.574,0.574
9,1961-06-26_9,1961,The magnificent response to the call of the National Action Council for a three day strike and the wonderful work done by our organisers and field workers throughout the country proves once again that no power on earth can stop an oppressed people determined to win their freedom.,0.138,0.277,0.41500000000000004
9,1961-06-26_9,1961,"In the face of unprecedented intimidation by the government and employers and of blatant falsehoods and distortions by the press, immediately before and during the strike, the freedom loving people of South Africa gave massive and solid support to the historic and challenging resolutions of the Pietermaritzburg Conference.",0.073,0.236,0.309
9,1961-06-26_9,1961,"In the light of the formidable array of hostile forces that stood against us, and the difficult and dangerous conditions under which we worked, the results were most inspiring.",0.226,0.085,0.311
9,1961-06-26_9,1961,In the history of our country no political campaign has ever merited the serious attention and respect which the Nationalist government gave us.,0.125,0.196,0.321
9,1961-06-26_9,1961,"When a government seeks to suppress a peaceful demonstration of an unarmed people by mobilising the entire resources of the State, military and otherwise, it concedes powerful mass support for such a demonstration.",0.066,0.303,0.369
9,1961-06-26_9,1961,"On this memorable day, nine years ago, eight thousand five hundred of our dedicated freedom fighters struck a mighty blow against the repressive colour policies of the government.",0.161,0.207,0.368
9,1961-06-26_9,1961,Their matchless courage won them the praise and affection of millions of people here and abroad.,0.0,0.537,0.537
9,1961-06-26_9,1961,People who live in poverty and starvation cannot be expected to pay exorbitant house rents to the government and local authorities.,0.386,0.0,0.386
9,1961-06-26_9,1961,Why should we continue carrying these badges of slavery?,0.375,0.0,0.375
9,1961-06-26_9,1961,Non collaboration is a dynamic weapon.,0.282,0.333,0.615
9,1961-06-26_9,1961,We must refuse.,0.524,0.0,0.524
9,1961-06-26_9,1961,It must be used vigorously and without delay.,0.0,0.366,0.366
