speech_id,file,year,sentence,negative,neutral,positive,compound score
1,1951-12-01_1,1951,How are we going to react to the liquidation of Congress leaders as  result of this act?,0.0,1.0,0.0,0.0
1,1951-12-01_1,1951,This is a serious matter and can hardly be discussed in the conference except in very general terms.,0.075,0.862,0.063,-0.0516
5,1952-08-01_5,1952,"It is going smoothly and according to plan; though there have been minor setbacks, like the arrest of Y. Cachalia, SAIC General Secretary, and myself, which was not according to plan.",0.071,0.855,0.074,0.0258
5,1952-08-01_5,1952,We are not in opposition to any government or class of people.,0.0,1.0,0.0,0.0
5,1952-08-01_5,1952,We are opposing a system which has for years kept a vast section of the non European people in bondage.,0.0,1.0,0.0,0.0
5,1952-08-01_5,1952,At the moment the Campaign is still in its first stage: defiance in Johannesburg and Port Elizabeth.,0.0,1.0,0.0,0.0
5,1952-08-01_5,1952,"Soon   perhaps even before you read this   it will move onto the next stage, which will be defiance of the laws in all the big centres of the Union.",0.0,1.0,0.0,0.0
5,1952-08-01_5,1952,We have sufficient volunteers for the present stage.,0.0,1.0,0.0,0.0
5,1952-08-01_5,1952,It reached its peak the week following the beginning of the Campaign on 26 June.,0.0,0.909,0.091,0.1027
5,1952-08-01_5,1952,"This training has already shown its necessity, and the spirit of the volunteers is very high.",0.0,0.898,0.102,0.1779
5,1952-08-01_5,1952,The unity between the Africans Indians and coloured people has now become a living reality.,0.0,1.0,0.0,0.0
5,1952-08-01_5,1952,Many of them are being trained for behind  the scenes work that is necessary for the smooth running of our plans.,0.0,1.0,0.0,0.0
2,1953-08-23_2,1953,"For years now, the capitalist countries have lived on raw materials and cheap labour from Asia and Africa.",0.0,1.0,0.0,0.0
2,1953-08-23_2,1953,"Our Continent produces sisal, palm oil, cocoa, coffee and other products.",0.0,1.0,0.0,0.0
2,1953-08-23_2,1953,It is in Africa that we have vast supplies of land and cheap labour.,0.0,1.0,0.0,0.0
2,1953-08-23_2,1953,"Here the imperial powers of Britain, Belgium, France, Holland, Portugal and Spain have either their chief or their only colonial dependencies.",0.0,1.0,0.0,0.0
2,1953-08-23_2,1953,"In their mad lust for markets and profits, these imperial powers will not hesitate to cut one another's throats, to break the peace, to drench millions of innocent people in blood and to bring misery and untold suffering to humanity.",0.184,0.588,0.228,0.1098
2,1953-08-23_2,1953,"America has land, sea and air bases in Morocco and Libya.",0.0,1.0,0.0,0.0
2,1953-08-23_2,1953,"There are British military bases in Egypt, East Africa, Somaliland and the Sudan.",0.0,1.0,0.0,0.0
2,1953-08-23_2,1953,According to him the role of the two Rhodesias and Kenya should be to protect and develop sea communications; to be ready to send forces overseas; to develop its industries to maximum capacity for war needs.,0.093,0.786,0.121,0.0516
2,1953-08-23_2,1953,"In 1946 the Daily Mail made the position equally clear:   ""The British decision to quit Palestine, Burma's secession from the Commonwealth, the weakening of ties with India and the uncertainty of Britain's tenure in Egypt have hastened the adoption of plans for a new Commonwealth defence system….",0.093,0.828,0.079,-0.1779
2,1953-08-23_2,1953,"Kenya is the new centre of Commonwealth defence and South Africa its arsenal "".",0.0,0.903,0.097,0.1027
2,1953-08-23_2,1953,The people of Africa are being forced to realize that peace is their most immediate concern.,0.146,0.683,0.171,0.128
3,1953-09-21_3,1953,Today the people speak the language of action: there is a mighty awakening among the men and women of our country and the year 1952 stands out as the year of this upsurge of national consciousness.,0.0,1.0,0.0,0.0
3,1953-09-21_3,1953,"Starting off in Port Elizabeth in the early hours of June 26 and with only thirty three defiers in action and then in Johannesburg in the afternoon of the same day with one hundred and six defiers, it spread throughout the country like wild fire.",0.05,0.898,0.052,0.0258
3,1953-09-21_3,1953,"Factory and office workers, doctors, lawyers, teachers, students and the clergy; Africans, Coloureds, Indians and Europeans, old and young, all rallied to the national call and defied the pass laws and the curfew and the railway apartheid regulations.",0.0,1.0,0.0,0.0
3,1953-09-21_3,1953,"At the end of the year, more than 8,000 people of all races had defied.",0.0,1.0,0.0,0.0
3,1953-09-21_3,1953,It was an effective way of getting the masses to function politically; a powerful method of voicing our indignation against the reactionary policies of the Government.,0.192,0.631,0.177,-0.128
3,1953-09-21_3,1953,It was against this background and at the height of this Campaign that we held our last annual provincial Conference in Pretoria from the 10th to the 12th of October last year.,0.0,1.0,0.0,0.0
3,1953-09-21_3,1953,The spirit of defiance and action dominated the entire conference .,0.0,0.841,0.159,0.1779
3,1953-09-21_3,1953,Today we meet under totally different conditions.,0.0,1.0,0.0,0.0
3,1953-09-21_3,1953,Contravention of this proclamation carried a penalty of three years or of a fine of three hundred pounds.,0.112,0.787,0.101,-0.0516
3,1953-09-21_3,1953,This Act also made provision for the whipping of defiers including women.,0.0,1.0,0.0,0.0
3,1953-09-21_3,1953,"In consequence of these bans, Moses Kotane, J. B. Marks, and David Bopape did not attend our last provincial Conference.",0.0,1.0,0.0,0.0
3,1953-09-21_3,1953,Many other active workers both from the African and Indian Congresses and from trade union organisations were also banned.,0.132,0.749,0.119,-0.0772
3,1953-09-21_3,1953,The Congresses realised that these measures created a new situation which did not prevail when the Campaign was launched in June 1952.,0.103,0.751,0.146,0.0052
3,1953-09-21_3,1953,"Long speeches, the shaking of fists, the banging of tables and strongly worded resolutions out of touch with the objective conditions do not bring about mass action and can do a great deal of harm to the organisation and the struggle we serve.",0.148,0.73,0.122,-0.0772
3,1953-09-21_3,1953,We had to recuperate our strength and muster our forces for another and more powerful offensive against the enemy.,0.241,0.534,0.224,-0.1243
3,1953-09-21_3,1953,"The conditions under which we meet today are, therefore, vastly different.",0.0,1.0,0.0,0.0
3,1953-09-21_3,1953,These developments require the evolution of new forms of political struggle which will make it reasonable for us to strive for action on a higher level than the Defiance Campaign.,0.073,0.863,0.064,-0.0772
3,1953-09-21_3,1953,The purchasing power of the masses is progressively declining and the cost of living is rocketing.,0.0,1.0,0.0,0.0
3,1953-09-21_3,1953,"The cost of milk, meat and vegetables is beyond the pockets of the average family and many of our people cannot afford them.",0.0,1.0,0.0,0.0
3,1953-09-21_3,1953,"You will recall how human beings, wearing only sacks with holes for their heads and arms, never given enough food to eat, slept on cement floors on cold nights with only their sacks to cover their shivering bodies.",0.0,1.0,0.0,0.0
3,1953-09-21_3,1953,These things which have long vanished from many parts of the world still flourish in SA today.,0.0,1.0,0.0,0.0
3,1953-09-21_3,1953,The Government has introduced in Parliament the Native Labour  Bill and the Bantu Education Bill.,0.0,1.0,0.0,0.0
3,1953-09-21_3,1953,African education would be taken out of the hands of people who taught equality between black and white.,0.0,1.0,0.0,0.0
3,1953-09-21_3,1953,"When this Bill becomes law, it will not be the parents but the Department of Native Affairs which will decide whether an African child should receive higher or other education.",0.0,1.0,0.0,0.0
3,1953-09-21_3,1953,To accept a measure of this nature even in a qualified manner would be a betrayal of the toiling masses.,0.166,0.611,0.223,0.0772
3,1953-09-21_3,1953,That parents have the right to choose the kind of education that shall be given to their children.,0.0,1.0,0.0,0.0
3,1953-09-21_3,1953,"We must be ready to drown the whole country in blood if only there is the slightest chance of preserving white supremacy.""",0.13,0.704,0.167,0.0
3,1953-09-21_3,1953,"In Africa, there are approximately 190,000,000 Africans as against 4,000,000 Europeans.",0.0,1.0,0.0,0.0
3,1953-09-21_3,1953,"The entire continent is seething with discontent and already there are powerful revolutionary eruptions in the Gold Coast, Nigeria, Tunisia, Kenya, the Rhodesias and South Africa.",0.085,0.819,0.096,0.0772
3,1953-09-21_3,1953,The intensification of repressions and the extensive use of the bans is designed to immobilise every active worker and to check the national liberation movement.,0.095,0.81,0.095,0.0
3,1953-09-21_3,1953,The racial policies of the Government have pricked the conscience of all men of good will and have aroused their deepest indignation.,0.176,0.634,0.19,0.1027
3,1953-09-21_3,1953,The feelings of the oppressed people have never been more bitter.,0.212,0.614,0.174,-0.1409
3,1953-09-21_3,1953,"But in spite of all the difficulties outlined above, we have won important victories.",0.3,0.406,0.294,-0.0387
3,1953-09-21_3,1953,Action has become the language of the day.,0.0,1.0,0.0,0.0
3,1953-09-21_3,1953,"Leaders of trade union organisations are at the same time important officials of the provincial and local branches of the ANC In the past we talked of the African, Indian and Coloured struggles.",0.071,0.878,0.051,-0.1779
3,1953-09-21_3,1953,"The hard, dirty and strenuous task of recruiting members and strengthening our organisation through a house to house campaign in every locality must be done by you all.",0.137,0.762,0.102,-0.0258
3,1953-09-21_3,1953,From now on the activity of Congressites must not be confined to speeches and resolutions.,0.0,1.0,0.0,0.0
3,1953-09-21_3,1953,"If you are not allowed to have your meetings publicly, then you must hold them over your machines in the factories, on the trains and buses as you travel home.",0.0,1.0,0.0,0.0
3,1953-09-21_3,1953,You must have them in your villages and shantytowns.,0.0,1.0,0.0,0.0
3,1953-09-21_3,1953,"You must make every home, every shack and every mud structure where our people live, a branch of the trade union movement and never surrender.",0.0,0.93,0.07,0.1877
3,1953-09-21_3,1953,You must defend the right of African parents to decide the kind of education that shall be given to their children.,0.0,1.0,0.0,0.0
3,1953-09-21_3,1953,Establish your own community schools where the right kind of education will be given to our children.,0.0,1.0,0.0,0.0
3,1953-09-21_3,1953,Never surrender to the inhuman and barbaric theories of Verwoerd.,0.0,0.838,0.162,0.1877
3,1953-09-21_3,1953,No careful examination was made of their past history and political characteristics.,0.159,0.725,0.116,-0.1531
3,1953-09-21_3,1953,"As a result of this, there were many shady characters ranging from political clowns, place seekers, splitters, saboteurs, agents provocateurs to informers and even policemen, who infiltrated into the ranks of Congress.",0.0,1.0,0.0,0.0
3,1953-09-21_3,1953,"Remember the case of Leballo of Brakpan who wormed himself into that Branch by producing faked naming letters from the Liquidator, De Villiers Louw, who had instructions to spy on us.",0.0,1.0,0.0,0.0
3,1953-09-21_3,1953,"There are many other similar instances that emerged during the Johannesburg, Port Elizabeth and Kimberley trials.",0.0,1.0,0.0,0.0
3,1953-09-21_3,1953,Whilst some of these men were discovered there are many who have not been found out.,0.0,1.0,0.0,0.0
3,1953-09-21_3,1953,We must rid ourselves of such elements and give our organisation the striking power of a real militant mass organisation.,0.0,1.0,0.0,0.0
3,1953-09-21_3,1953,In the Kikuyu country there are some villages in which the population has been completely wiped out.,0.0,1.0,0.0,0.0
3,1953-09-21_3,1953,But we must be prepared for them like men in business who do not waste energy in vain talk and idle action.,0.255,0.485,0.26,0.0457
3,1953-09-21_3,1953,1.,0.0,1.0,0.0,0.0
3,1953-09-21_3,1953,1.,0.0,1.0,0.0,0.0
3,1953-09-21_3,1953,"Mandela quotes from an article by Nehru 'From Lucknow to Tripuri' reprinted in ""The Unity of India"" adapting it slightly.",0.0,1.0,0.0,0.0
3,1953-09-21_3,1953,But we must be prepared for them like men who mean business and who do not waste their energy in vain talk and idle action.,0.234,0.527,0.239,0.0457
6,1960-01-01_6,1960,"I must explain at the outset that the Congress, as far as I know, has never sat down to discuss the question….",0.0,1.0,0.0,0.0
6,1960-01-01_6,1960,Let's talk.',0.0,1.0,0.0,0.0
6,1960-01-01_6,1960,We think we should give you 60 seats.,0.0,1.0,0.0,0.0
6,1960-01-01_6,1960,The African population to elect 60 Africans to represent them in Parliament.,0.0,1.0,0.0,0.0
6,1960-01-01_6,1960,We will leave the matter over for five years and we will review it at the end of five years.',0.059,0.887,0.054,-0.0258
6,1960-01-01_6,1960,"That's how I see it, my lords.",0.0,1.0,0.0,0.0
6,1960-01-01_6,1960,"Then at the end of the five year period we will have discussions and if the Government says, 'We will give you again 40 more seats', I might say that that is quite sufficient.",0.0,1.0,0.0,0.0
6,1960-01-01_6,1960,"In that way we would eventually be able to get everything that we want; we shall have our People's Democracy, my lords.",0.0,0.942,0.058,0.0772
6,1960-01-01_6,1960,"That is the view I hold   whether that is Congress's view I don't know, but that is my view.",0.0,1.0,0.0,0.0
6,1960-01-01_6,1960,Because I think the evidence suggests that you could not expect the Government to soften in its views.,0.0,1.0,0.0,0.0
6,1960-01-01_6,1960,Have you any future plans in that event?,0.0,1.0,0.0,0.0
6,1960-01-01_6,1960,BENCH: What were those precautions?,0.0,1.0,0.0,0.0
6,1960-01-01_6,1960,We deliberately decided to use 'stay at home' where people are asked to remain in their houses.,0.0,1.0,0.0,0.0
6,1960-01-01_6,1960,"BENCH: Now, the difference which I want to discuss with you, what would the reaction of White supremacy be if it was made to realise that the demands of the Congress alliance would result in its supremacy being terminated once and for all?",0.0,0.913,0.087,0.1779
6,1960-01-01_6,1960,"MANDELA: Well, that has been a problem all along, my lord.",0.211,0.625,0.164,-0.1531
6,1960-01-01_6,1960,"BENCH: That may be, but what do you think the reaction of White supremacy would be to that claim?",0.0,0.933,0.067,0.0772
6,1960-01-01_6,1960,"MANDELA: Well, for all I know they may be hostile to that type of thing.",0.156,0.719,0.126,-0.128
6,1960-01-01_6,1960,But already political organisations are arising in this country which themselves are striving for the extension of the franchise to the African people.,0.0,1.0,0.0,0.0
6,1960-01-01_6,1960,"One man, one vote?",0.0,1.0,0.0,0.0
6,1960-01-01_6,1960,MANDELA: If your lordship could give me time?,0.0,1.0,0.0,0.0
6,1960-01-01_6,1960,"MANDELA: Yes, it is hostile, except to qualify of course that even during that period parties had already emerged which were putting forward this view, and therefore it was reasonable for us to believe that in spite of the hostility which we still encounter from the majority of the Whites, already our policy was succeeding.",0.14,0.705,0.156,0.0258
6,1960-01-01_6,1960,The Congress has considered the question from the point of view firstly of its experience.,0.0,1.0,0.0,0.0
6,1960-01-01_6,1960,MANDELA: That was considered.,0.0,1.0,0.0,0.0
6,1960-01-01_6,1960,"It was also considered that through this policy of exerting pressure we will force the Whites by using our numbers, our numerical preponderance, in forcing them to grant us what we demand, even against their will.",0.094,0.842,0.064,-0.0516
6,1960-01-01_6,1960,"We considered that, and we felt that that was possible.",0.0,1.0,0.0,0.0
6,1960-01-01_6,1960,BENCH: How would you use your numerical numbers to force White supremacy to give what you want?,0.0,0.857,0.143,0.128
6,1960-01-01_6,1960,"They would have to respond to it and indeed, my lord, they are responding to it.",0.0,1.0,0.0,0.0
6,1960-01-01_6,1960,MANDELA: We regarded it as subject to White supremacy.,0.0,0.87,0.13,0.0516
6,1960-01-01_6,1960,"MANDELA: Up to the time that the Youth League was formed and until 1949 the only methods of political action which were adopted by the ANC were purely constitutional; deputations to see the authorities, memoranda, and the mere passing of resolutions.",0.0,1.0,0.0,0.0
6,1960-01-01_6,1960,"We felt that that policy had been tried and found wanting and we thought that the ANC, its organisers and fieldworkers, should go out into the highways and organise the masses of the African people for mass campaigns.",0.0,1.0,0.0,0.0
6,1960-01-01_6,1960,MANDELA: At that time I strongly supported the resolution to expel the Communists from the ANC….,0.15,0.622,0.228,0.128
6,1960-01-01_6,1960,MANDELA: That is correct.,0.0,1.0,0.0,0.0
6,1960-01-01_6,1960,MANDELA: That is correct.,0.0,1.0,0.0,0.0
6,1960-01-01_6,1960,But the forms of political action which are set out in the Programme of Action meant that the ANC was not going to rely on a change of heart.,0.0,1.0,0.0,0.0
6,1960-01-01_6,1960,It was going to exert pressure to compel the authorities to grant its demands.,0.132,0.719,0.15,0.0772
6,1960-01-01_6,1960,It led directly to the formation of the Congress of Democrats.,0.0,1.0,0.0,0.0
6,1960-01-01_6,1960,MANDELA: I think it had.,0.0,1.0,0.0,0.0
6,1960-01-01_6,1960,"After the Defiance Campaign the Government began talking about self government for Africans, Bantustans.",0.0,1.0,0.0,0.0
6,1960-01-01_6,1960,"MANDELA: No, it is not a direct threat to the Europeans.",0.17,0.617,0.214,0.1471
6,1960-01-01_6,1960,"As a matter of fact, in the letter we wrote to the then Prime Minister of the country, Dr Malan, before we launched the Defiance Campaign, we said that the campaign we were about to launch was not directed against any racial group.",0.0,0.939,0.061,0.1531
6,1960-01-01_6,1960,It is quite clear that the Congress has consistently preached a policy of race harmony and we have condemned racialism no matter by whom it is professed.,0.156,0.64,0.204,0.1513
6,1960-01-01_6,1960,"BENCH :   MANDELA: My lord, it is not a question of form, it is a question of democracy.",0.0,1.0,0.0,0.0
6,1960-01-01_6,1960,That is the central thing and we want to know whether we should support and perpetuate this institution which has brought so much suffering.,0.119,0.74,0.141,-0.0972
7,1961-05-01_7,1961,Answer: My association with the present campaign is now public knowledge.,0.0,1.0,0.0,0.0
7,1961-05-01_7,1961,Everyone knows that I advocate such demonstrations.,0.0,1.0,0.0,0.0
7,1961-05-01_7,1961,Question: What form should the demonstrations around Republic Day take?,0.0,1.0,0.0,0.0
7,1961-05-01_7,1961,"Answer: The programme includes a national stoppage of work for a number of days, the holding of meetings and processions.",0.0,0.929,0.071,0.0772
7,1961-05-01_7,1961,The details vary in different areas according to local issues.,0.0,1.0,0.0,0.0
7,1961-05-01_7,1961,Question: What aim should the demonstrations   against a republic on which our people have not been consulted   aim at?,0.0,1.0,0.0,0.0
7,1961-05-01_7,1961,"Alternatively, we want the government to call an all in national convention to discuss an entirely new constitution here.",0.0,0.933,0.067,0.0772
8,1961-05-01_8,1961,"Few political organisations could have succeeded in conducting such a stubborn and relentless campaign under conditions which, for all practical purposes, amounted to martial law.",0.097,0.758,0.144,0.0772
8,1961-05-01_8,1961,But we did so.,0.0,1.0,0.0,0.0
8,1961-05-01_8,1961,A special law had to be rushed through parliament to enable the government to detain without trial people connected with the organisation of the stay at home.,0.095,0.814,0.092,-0.0258
8,1961-05-01_8,1961,"The army had to be called out, European civilians armed, and the police force deployed in African townships and other areas.",0.0,1.0,0.0,0.0
8,1961-05-01_8,1961,"On 18 May 1961, the Johannesburg Rand Daily Mail published a front page news item alleging that the National Action Council had secret plans to bring thousands of non whites into the central areas of cities.",0.0,1.0,0.0,0.0
8,1961-05-01_8,1961,It also announced that the NAC had held a secret meeting the week before at which it decided to extend the duration of the stay at home beyond the three day period.,0.0,0.946,0.054,0.1779
8,1961-05-01_8,1961,"In the evening of 29 May 1961, I made a statement to the same newspaper.",0.0,1.0,0.0,0.0
8,1961-05-01_8,1961,This sudden somersault was not confined to the Rand Daily Mail only.,0.0,1.0,0.0,0.0
8,1961-05-01_8,1961,"With the exception of Contact, Post, New Age, Drum, the World and a few other newspapers, the opposition press changed suddenly and simultaneously.",0.0,1.0,0.0,0.0
8,1961-05-01_8,1961,"For example, on 20 May 1961 the NAC issued a press statement strongly protesting at the unwarranted arrest of more than ten thousand innocent Africans.",0.175,0.673,0.152,-0.1779
8,1961-05-01_8,1961,The deliberate falsehoods spread by the police and radio were reproduced.,0.0,1.0,0.0,0.0
8,1961-05-01_8,1961,Similar statements made at approximately the same time by other police officers in different parts of the country were quoted.,0.0,1.0,0.0,0.0
8,1961-05-01_8,1961,The Johannesburg Star of the same day reported that 'Early estimates of absenteeism in Johannesburg ranged from 40 per cent to 75 per cent.',0.0,1.0,0.0,0.0
8,1961-05-01_8,1961,THEY DID NOT GO TO WORK.,0.0,1.0,0.0,0.0
8,1961-05-01_8,1961,They disrupted much of South African commerce and industry.,0.0,1.0,0.0,0.0
8,1961-05-01_8,1961,"Some factories worked with skeleton staffs, others closed, and many other businesses were shut down for the three days.'",0.0,1.0,0.0,0.0
8,1961-05-01_8,1961,The leading article of the New Age of 8 June 1961 acclaimed the stay at home as the most widespread general strike on a national scale that this country had ever seen.,0.057,0.943,0.0,-0.1935
8,1961-05-01_8,1961,Contact of 1 June 1961 wrote: 'On Tuesday 50 per cent of Indian workers in Durban were still out.,0.0,1.0,0.0,0.0
8,1961-05-01_8,1961,In Durban and Pietermaritzburg most Indian businesses were closed on Monday and open again on Tuesday.,0.0,1.0,0.0,0.0
8,1961-05-01_8,1961,Large numbers of schoolchildren kept away from school.,0.0,1.0,0.0,0.0
8,1961-05-01_8,1961,Enough to bring large bands of armed police to five campuses.,0.0,1.0,0.0,0.0
8,1961-05-01_8,1961,A Port Elizabeth daily newspaper estimated that about 75 per cent of that city's non White population stayed away on 30 May 1961.,0.0,1.0,0.0,0.0
8,1961-05-01_8,1961,"Students at the University College of Fort Hare, at Healdtown and Lovedale all stayed away from classes.",0.0,1.0,0.0,0.0
8,1961-05-01_8,1961,"At the University of Natal, which has about five hundred non White students, less than fifty attended classes.",0.0,1.0,0.0,0.0
8,1961-05-01_8,1961,The Transkeian Territories have been under martial law for many months now.,0.0,1.0,0.0,0.0
8,1961-05-01_8,1961,"The stay at home was also opposed by former members of the Pan Africanist Congress , the Society of Young Africa and the Sons of Zululand.",0.0,1.0,0.0,0.0
8,1961-05-01_8,1961,The name of Peter Makhene was also mentioned.,0.0,1.0,0.0,0.0
8,1961-05-01_8,1961,He was described as leader of the Bantu National Congress and claimed a membership of fifty thousand.,0.0,1.0,0.0,0.0
8,1961-05-01_8,1961,"It is, therefore, part of his functions to sell apartheid to Africans.",0.0,1.0,0.0,0.0
8,1961-05-01_8,1961,But what we want to know is where and when was this organisation established.,0.0,0.9,0.1,0.1154
8,1961-05-01_8,1961,Has it any constitution?,0.0,1.0,0.0,0.0
8,1961-05-01_8,1961,Who are its officials?,0.0,1.0,0.0,0.0
8,1961-05-01_8,1961,Has it had any conferences or meetings?,0.0,1.0,0.0,0.0
8,1961-05-01_8,1961,"If so, when and where?",0.0,1.0,0.0,0.0
8,1961-05-01_8,1961,People will be excused if they feel that this organisation went underground long before it was established.,0.0,1.0,0.0,0.0
8,1961-05-01_8,1961,It simply does not exist.,0.0,1.0,0.0,0.0
8,1961-05-01_8,1961,The Sons of Zululand and the Society of Young Africa are not genuine organisations but cliques and sects which are completely unknown to Africans and which have never had any following whatsoever amongst our people.,0.0,1.0,0.0,0.0
8,1961-05-01_8,1961,At this conference a Continuation Committee was elected to prepare for the All in African Conference which was subsequently held at Pietermaritzburg.,0.0,1.0,0.0,0.0
8,1961-05-01_8,1961,"Towards the end of February this year, and without so much as a hint to their colleagues on the Continuation Committee, they issued a press statement announcing that they would not take part in the Pietermaritzburg talks.",0.0,1.0,0.0,0.0
8,1961-05-01_8,1961,"Secondly, there was a sharp conflict between former leaders of the PAC on the South African United Front overseas, and the local leaders.",0.092,0.797,0.112,0.128
8,1961-05-01_8,1961,We have already indicated the unprecedented measures adopted by the government to deal with our campaign.,0.0,1.0,0.0,0.0
8,1961-05-01_8,1961,Why?,0.0,1.0,0.0,0.0
8,1961-05-01_8,1961,"Authentic reports from different parts of the country revealed that the police did not interfere with the distribution of PAC leaflets and, in some areas, members of the police force even distributed leaflets purporting to have been issued by the PAC and attacking the strike.",0.091,0.833,0.076,-0.1926
8,1961-05-01_8,1961,At the same time the PAC people called on us to publish the information and protested that we had to communicate with the press from public telephone booths.,0.053,0.947,0.0,-0.128
8,1961-05-01_8,1961,They knew all the members of the Continuation Committee.,0.0,1.0,0.0,0.0
8,1961-05-01_8,1961,On which side of the fence are these people?,0.0,1.0,0.0,0.0
8,1961-05-01_8,1961,What sort of political organisation is this that deliberately sets traps for leaders of another political body?,0.0,1.0,0.0,0.0
8,1961-05-01_8,1961,Differences between rival political organisations in the liberation camp on tactical questions are permissible.,0.0,1.0,0.0,0.0
8,1961-05-01_8,1961,"We called on the African people to reject the Verwoerd republic not because we preferred a monarchical form of government, but because we felt that the introduction of a republic should only take place after seeking the views and after obtaining the express consent of the African people.",0.038,0.913,0.049,0.128
8,1961-05-01_8,1961,"We felt that the foundations of the republic, as of the State that existed prior to the proclamation of the republic, would be based on apartheid and the exploitation of the African people.",0.0,1.0,0.0,0.0
8,1961-05-01_8,1961,PAC has ruined its future by opposing this dynamic demand.,0.315,0.479,0.205,-0.1531
8,1961-05-01_8,1961,In February this year they announced plans to stage demonstrations from 21 March 1961.,0.0,1.0,0.0,0.0
